,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Label,SegmentID,Subject
7283,4378.0,705.0,-2058.0,-6717.0,-6257.0,2520.0,3.leftcir,5,CW
7284,5630.0,-445.0,-2294.0,-7707.0,-5330.0,1572.0,3.leftcir,5,CW
7285,6344.0,-1693.0,-2800.0,-8209.0,-4462.0,1101.0,3.leftcir,5,CW
7286,7139.0,-2704.0,-2993.0,-8411.0,-3934.0,1571.0,3.leftcir,5,CW
7287,8197.0,-3212.0,-2862.0,-8553.0,-3322.0,2170.0,3.leftcir,5,CW
7288,9428.0,-3710.0,-2472.0,-8714.0,-2268.0,2270.0,3.leftcir,5,CW
7289,10403.0,-4591.0,-2288.0,-8880.0,-796.0,1909.0,3.leftcir,5,CW
7290,10701.0,-5479.0,-2594.0,-8917.0,577.0,1840.0,3.leftcir,5,CW
7291,10580.0,-6625.0,-3184.0,-8853.0,1731.0,2304.0,3.leftcir,5,CW
7292,10275.0,-7929.0,-3996.0,-8557.0,2659.0,3143.0,3.leftcir,5,CW
7293,9487.0,-8804.0,-4544.0,-8081.0,3587.0,4162.0,3.leftcir,5,CW
7294,8117.0,-9249.0,-4982.0,-7441.0,4547.0,4983.0,3.leftcir,5,CW
7295,6583.0,-9500.0,-5303.0,-6628.0,5446.0,5372.0,3.leftcir,5,CW
7296,5061.0,-9564.0,-5288.0,-5766.0,6296.0,5322.0,3.leftcir,5,CW
7297,3428.0,-9523.0,-5447.0,-4896.0,7026.0,4686.0,3.leftcir,5,CW
7298,1931.0,-9846.0,-5736.0,-3913.0,7615.0,3875.0,3.leftcir,5,CW
7299,914.0,-10272.0,-5667.0,-3206.0,7988.0,3448.0,3.leftcir,5,CW
7300,-7.0,-10426.0,-5485.0,-2613.0,8182.0,3258.0,3.leftcir,5,CW
7301,-718.0,-10701.0,-5222.0,-1895.0,8236.0,3078.0,3.leftcir,5,CW
7302,-1072.0,-11085.0,-5075.0,-1142.0,8133.0,2881.0,3.leftcir,5,CW
7303,-1624.0,-11754.0,-5287.0,-239.0,8274.0,2249.0,3.leftcir,5,CW
7304,-2424.0,-12494.0,-5583.0,954.0,8554.0,1296.0,3.leftcir,5,CW
7305,-3450.0,-12334.0,-5775.0,2422.0,8435.0,788.0,3.leftcir,5,CW
7306,-4551.0,-11599.0,-5714.0,3757.0,7990.0,883.0,3.leftcir,5,CW
7307,-5359.0,-10782.0,-5365.0,4753.0,7344.0,1245.0,3.leftcir,5,CW
7308,-6153.0,-9986.0,-5044.0,5600.0,6519.0,1657.0,3.leftcir,5,CW
7309,-6737.0,-9265.0,-4790.0,6271.0,5599.0,1981.0,3.leftcir,5,CW
7310,-7083.0,-8347.0,-4405.0,6876.0,4773.0,2211.0,3.leftcir,5,CW
7311,-7572.0,-7053.0,-3908.0,7716.0,4068.0,2318.0,3.leftcir,5,CW
7312,-8100.0,-5816.0,-3645.0,8463.0,3350.0,1962.0,3.leftcir,5,CW
7313,-8332.0,-4876.0,-3529.0,8965.0,2679.0,1309.0,3.leftcir,5,CW
7314,-8364.0,-3824.0,-3335.0,9416.0,2042.0,880.0,3.leftcir,5,CW
7315,-8315.0,-2652.0,-3072.0,9643.0,1247.0,775.0,3.leftcir,5,CW
7316,-7880.0,-1587.0,-2654.0,9578.0,270.0,904.0,3.leftcir,5,CW
7317,-7339.0,-609.0,-2130.0,9338.0,-694.0,1149.0,3.leftcir,5,CW
7318,-6970.0,255.0,-1700.0,8933.0,-1654.0,1376.0,3.leftcir,5,CW
7319,-6510.0,962.0,-1453.0,8323.0,-2648.0,1606.0,3.leftcir,5,CW
7320,-5951.0,1521.0,-1282.0,7658.0,-3580.0,1842.0,3.leftcir,5,CW
7321,-5581.0,1952.0,-1213.0,7110.0,-4326.0,1900.0,3.leftcir,5,CW
7322,-4945.0,2284.0,-1210.0,6772.0,-4920.0,1754.0,3.leftcir,5,CW
7323,-4309.0,2645.0,-1063.0,6313.0,-5397.0,1604.0,3.leftcir,5,CW
7324,-3846.0,2986.0,-1041.0,5757.0,-5737.0,1348.0,3.leftcir,5,CW
7325,-3405.0,3230.0,-1186.0,5146.0,-6135.0,1305.0,3.leftcir,5,CW
7326,-2895.0,3419.0,-1252.0,4424.0,-6613.0,1587.0,3.leftcir,5,CW
7327,-2341.0,3735.0,-1132.0,3650.0,-6982.0,1787.0,3.leftcir,5,CW
7328,-1924.0,3925.0,-1062.0,2763.0,-7227.0,1792.0,3.leftcir,5,CW
7329,-1507.0,3824.0,-1050.0,1798.0,-7432.0,1785.0,3.leftcir,5,CW
7330,-897.0,3838.0,-1025.0,820.0,-7638.0,1778.0,3.leftcir,5,CW
7331,-303.0,3705.0,-1151.0,-247.0,-7713.0,1720.0,3.leftcir,5,CW
7332,287.0,3260.0,-1464.0,-1344.0,-7749.0,1758.0,3.leftcir,5,CW
7333,1010.0,2902.0,-1761.0,-2337.0,-7820.0,1942.0,3.leftcir,5,CW
7334,1647.0,2661.0,-1921.0,-3195.0,-7687.0,2056.0,3.leftcir,5,CW
7335,2123.0,2355.0,-1932.0,-4014.0,-7326.0,2027.0,3.leftcir,5,CW
7336,2452.0,1982.0,-2041.0,-4862.0,-6993.0,2076.0,3.leftcir,5,CW
7337,2917.0,1410.0,-2197.0,-5705.0,-6676.0,2138.0,3.leftcir,5,CW
7338,3431.0,830.0,-2298.0,-6415.0,-6280.0,2138.0,3.leftcir,5,CW
7339,3975.0,401.0,-2467.0,-6998.0,-5747.0,1791.0,3.leftcir,5,CW
7340,4781.0,-385.0,-2767.0,-7665.0,-5022.0,1106.0,3.leftcir,5,CW
7341,5421.0,-1407.0,-3134.0,-8262.0,-4290.0,903.0,3.leftcir,5,CW
7342,5946.0,-2129.0,-3417.0,-8585.0,-3790.0,1340.0,3.leftcir,5,CW
7343,7224.0,-3201.0,-3443.0,-8966.0,-3058.0,1291.0,3.leftcir,5,CW
7344,8429.0,-4702.0,-3631.0,-9212.0,-1836.0,630.0,3.leftcir,5,CW
7345,8811.0,-6251.0,-4128.0,-8952.0,-573.0,300.0,3.leftcir,5,CW
7346,9062.0,-7465.0,-4316.0,-8308.0,368.0,857.0,3.leftcir,5,CW
7347,9490.0,-8120.0,-4271.0,-7686.0,1111.0,1928.0,3.leftcir,5,CW
7348,9574.0,-8718.0,-4356.0,-7217.0,2153.0,2675.0,3.leftcir,5,CW
7349,8802.0,-9325.0,-4497.0,-6757.0,3383.0,3237.0,3.leftcir,5,CW
7350,7837.0,-9668.0,-4551.0,-6236.0,4295.0,4113.0,3.leftcir,5,CW
7351,6754.0,-9939.0,-4500.0,-5718.0,5098.0,4938.0,3.leftcir,5,CW
7352,5249.0,-10093.0,-4536.0,-5051.0,5792.0,5545.0,3.leftcir,5,CW
7353,3922.0,-10233.0,-4586.0,-4096.0,6476.0,5502.0,3.leftcir,5,CW
7354,2583.0,-10320.0,-4567.0,-2959.0,7415.0,4418.0,3.leftcir,5,CW
7355,992.0,-10318.0,-4629.0,-1868.0,8291.0,2976.0,3.leftcir,5,CW
7356,-247.0,-10458.0,-4408.0,-1054.0,8730.0,1997.0,3.leftcir,5,CW
7357,-1224.0,-10701.0,-4018.0,-444.0,8771.0,1493.0,3.leftcir,5,CW
7358,-2077.0,-10964.0,-3904.0,54.0,8554.0,1189.0,3.leftcir,5,CW
7359,-2780.0,-11622.0,-4152.0,587.0,8262.0,1042.0,3.leftcir,5,CW
7360,-3295.0,-12215.0,-4280.0,1480.0,7952.0,950.0,3.leftcir,5,CW
7361,-3758.0,-12092.0,-4187.0,2704.0,7664.0,714.0,3.leftcir,5,CW
7362,-4525.0,-11501.0,-4107.0,3931.0,7378.0,493.0,3.leftcir,5,CW
7363,-5393.0,-10659.0,-3929.0,4984.0,6942.0,494.0,3.leftcir,5,CW
7364,-6262.0,-9569.0,-3725.0,5900.0,6349.0,616.0,3.leftcir,5,CW
7365,-7088.0,-8374.0,-3362.0,6662.0,5646.0,751.0,3.leftcir,5,CW
7366,-7548.0,-7070.0,-2887.0,7234.0,4813.0,783.0,3.leftcir,5,CW
7367,-7875.0,-5689.0,-2433.0,7538.0,3908.0,873.0,3.leftcir,5,CW
7368,-8197.0,-4289.0,-2078.0,7556.0,2902.0,1138.0,3.leftcir,5,CW
7369,-8274.0,-3084.0,-1778.0,7336.0,1885.0,1263.0,3.leftcir,5,CW
7370,-8299.0,-2376.0,-1709.0,6931.0,1005.0,1118.0,3.leftcir,5,CW
7371,-8075.0,-1680.0,-1839.0,6956.0,238.0,684.0,3.leftcir,5,CW
7372,-7713.0,-1302.0,-1964.0,7180.0,-495.0,343.0,3.leftcir,5,CW
7373,-7102.0,-841.0,-1891.0,7458.0,-1354.0,504.0,3.leftcir,5,CW
7374,-6450.0,138.0,-1503.0,7678.0,-2222.0,815.0,3.leftcir,5,CW
7375,-5824.0,1255.0,-1005.0,7631.0,-2927.0,943.0,3.leftcir,5,CW
7376,-5227.0,1946.0,-674.0,7241.0,-3502.0,913.0,3.leftcir,5,CW
7377,-4764.0,2132.0,-575.0,6615.0,-4064.0,960.0,3.leftcir,5,CW
7378,-4275.0,2370.0,-540.0,5937.0,-4714.0,1127.0,3.leftcir,5,CW
7379,-3646.0,2781.0,-407.0,5238.0,-5318.0,1339.0,3.leftcir,5,CW
7380,-3149.0,3073.0,-289.0,4417.0,-5759.0,1441.0,3.leftcir,5,CW
7381,-2739.0,3232.0,-218.0,3526.0,-6125.0,1443.0,3.leftcir,5,CW
7382,-2291.0,3325.0,-223.0,2601.0,-6453.0,1396.0,3.leftcir,5,CW
7383,-1964.0,3249.0,-351.0,1652.0,-6691.0,1286.0,3.leftcir,5,CW
7384,-1557.0,3226.0,-498.0,735.0,-6930.0,1241.0,3.leftcir,5,CW
7385,-985.0,3395.0,-617.0,-191.0,-7136.0,1277.0,3.leftcir,5,CW
7386,-462.0,3606.0,-695.0,-1196.0,-7197.0,1284.0,3.leftcir,5,CW
7387,-5.0,3510.0,-906.0,-2247.0,-7060.0,1076.0,3.leftcir,5,CW
7388,630.0,3036.0,-1301.0,-3226.0,-6846.0,734.0,3.leftcir,5,CW
7389,1342.0,2516.0,-1654.0,-4089.0,-6629.0,581.0,3.leftcir,5,CW
7390,1870.0,1878.0,-1981.0,-4858.0,-6378.0,683.0,3.leftcir,5,CW
7391,2222.0,1211.0,-2335.0,-5640.0,-6164.0,830.0,3.leftcir,5,CW
7392,2849.0,481.0,-2623.0,-6299.0,-5982.0,1094.0,3.leftcir,5,CW
7393,3857.0,-165.0,-2692.0,-6725.0,-5623.0,1217.0,3.leftcir,5,CW
7394,4403.0,-876.0,-2916.0,-7070.0,-4939.0,1090.0,3.leftcir,5,CW
7395,5111.0,-1897.0,-3176.0,-7275.0,-4245.0,944.0,3.leftcir,5,CW
7396,6535.0,-3268.0,-3236.0,-7386.0,-3397.0,653.0,3.leftcir,5,CW
7397,7455.0,-4430.0,-3317.0,-7353.0,-2358.0,578.0,3.leftcir,5,CW
7398,7666.0,-5262.0,-3415.0,-7093.0,-1358.0,1004.0,3.leftcir,5,CW
7399,8179.0,-5925.0,-3262.0,-6929.0,-583.0,1843.0,3.leftcir,5,CW
7400,9083.0,-6896.0,-3109.0,-6885.0,361.0,2403.0,3.leftcir,5,CW
7401,9303.0,-7917.0,-3268.0,-6570.0,1523.0,2865.0,3.leftcir,5,CW
7402,8835.0,-8484.0,-3524.0,-6003.0,2623.0,3473.0,3.leftcir,5,CW
7403,8049.0,-8696.0,-3556.0,-5420.0,3597.0,4213.0,3.leftcir,5,CW
7404,7007.0,-8557.0,-3560.0,-4761.0,4371.0,5006.0,3.leftcir,5,CW
7405,5979.0,-8469.0,-3478.0,-4154.0,5174.0,5484.0,3.leftcir,5,CW
7406,4794.0,-8422.0,-3234.0,-3556.0,6049.0,5535.0,3.leftcir,5,CW
7407,3305.0,-8245.0,-3068.0,-2901.0,6962.0,4886.0,3.leftcir,5,CW
7408,1895.0,-8272.0,-3101.0,-2330.0,7798.0,3739.0,3.leftcir,5,CW
7409,590.0,-8606.0,-3195.0,-1834.0,8449.0,2522.0,3.leftcir,5,CW
7410,-540.0,-9232.0,-3333.0,-1399.0,8794.0,1462.0,3.leftcir,5,CW
7411,-1501.0,-10154.0,-3591.0,-929.0,8795.0,859.0,3.leftcir,5,CW
7412,-2151.0,-11002.0,-3653.0,-256.0,8548.0,766.0,3.leftcir,5,CW
7413,-2663.0,-11210.0,-3494.0,535.0,8174.0,880.0,3.leftcir,5,CW
7414,-3302.0,-11148.0,-3532.0,1294.0,7824.0,857.0,3.leftcir,5,CW
7415,-4117.0,-11065.0,-3660.0,2111.0,7455.0,796.0,3.leftcir,5,CW
7416,-4802.0,-10358.0,-3625.0,2974.0,6900.0,918.0,3.leftcir,5,CW
7417,-5523.0,-9542.0,-3398.0,3682.0,6348.0,1092.0,3.leftcir,5,CW
7418,-6439.0,-8691.0,-3213.0,4242.0,5734.0,1291.0,3.leftcir,5,CW
7419,-7040.0,-7802.0,-3140.0,4672.0,5004.0,1359.0,3.leftcir,5,CW
7420,-7502.0,-7229.0,-3213.0,5050.0,4304.0,1281.0,3.leftcir,5,CW
7421,-7910.0,-6522.0,-3436.0,5553.0,3470.0,1264.0,3.leftcir,5,CW
7422,-8157.0,-5934.0,-3593.0,6106.0,2627.0,1308.0,3.leftcir,5,CW
7423,-7981.0,-4938.0,-3371.0,6966.0,1825.0,1241.0,3.leftcir,5,CW
7424,-7837.0,-3621.0,-2993.0,7543.0,1077.0,1139.0,3.leftcir,5,CW
7425,-7639.0,-2434.0,-2573.0,7747.0,315.0,1158.0,3.leftcir,5,CW
7426,-7217.0,-1527.0,-1997.0,7747.0,-489.0,1197.0,3.leftcir,5,CW
7427,-6748.0,-669.0,-1548.0,7510.0,-1273.0,1194.0,3.leftcir,5,CW
7428,-6420.0,51.0,-1286.0,7223.0,-1910.0,1147.0,3.leftcir,5,CW
7429,-6136.0,552.0,-1117.0,6943.0,-2507.0,999.0,3.leftcir,5,CW
7430,-5824.0,945.0,-1012.0,6520.0,-3138.0,812.0,3.leftcir,5,CW
7431,-5515.0,1252.0,-1021.0,6004.0,-3812.0,711.0,3.leftcir,5,CW
7432,-5207.0,1428.0,-1076.0,5445.0,-4493.0,652.0,3.leftcir,5,CW
7433,-4790.0,1595.0,-1119.0,4933.0,-5116.0,531.0,3.leftcir,5,CW
7434,-4257.0,2022.0,-1115.0,4411.0,-5673.0,373.0,3.leftcir,5,CW
7435,-3885.0,2408.0,-1108.0,3735.0,-6072.0,119.0,3.leftcir,5,CW
7436,-3543.0,2550.0,-1170.0,3040.0,-6416.0,-231.0,3.leftcir,5,CW
7437,-2905.0,2765.0,-1292.0,2366.0,-6826.0,-537.0,3.leftcir,5,CW
7438,-2148.0,3042.0,-1358.0,1621.0,-7186.0,-733.0,3.leftcir,5,CW
7439,-1319.0,3292.0,-1430.0,845.0,-7427.0,-981.0,3.leftcir,5,CW
7440,-317.0,3412.0,-1524.0,-16.0,-7508.0,-1345.0,3.leftcir,5,CW
7441,701.0,3348.0,-1583.0,-1017.0,-7437.0,-1589.0,3.leftcir,5,CW
7442,1402.0,3083.0,-1809.0,-2075.0,-7373.0,-1545.0,3.leftcir,5,CW
7443,1771.0,2767.0,-2154.0,-3033.0,-7361.0,-1269.0,3.leftcir,5,CW
7444,2220.0,2522.0,-2356.0,-3925.0,-7457.0,-719.0,3.leftcir,5,CW
7445,3119.0,2280.0,-2402.0,-4818.0,-7501.0,-159.0,3.leftcir,5,CW
7446,4055.0,1808.0,-2375.0,-5740.0,-7158.0,89.0,3.leftcir,5,CW
7447,4790.0,1071.0,-2487.0,-6519.0,-6641.0,193.0,3.leftcir,5,CW
7448,6028.0,73.0,-2509.0,-7082.0,-5906.0,96.0,3.leftcir,5,CW
7449,6962.0,-829.0,-2519.0,-7605.0,-4938.0,102.0,3.leftcir,5,CW
7450,6999.0,-1393.0,-2577.0,-7873.0,-4031.0,560.0,3.leftcir,5,CW
7451,7531.0,-1735.0,-2434.0,-7957.0,-3318.0,1094.0,3.leftcir,5,CW
7452,8708.0,-2463.0,-2370.0,-8204.0,-2449.0,1310.0,3.leftcir,5,CW
7453,9643.0,-3641.0,-2495.0,-8386.0,-1235.0,1401.0,3.leftcir,5,CW
7454,10344.0,-4595.0,-2711.0,-8224.0,38.0,1685.0,3.leftcir,5,CW
7455,10974.0,-5552.0,-3150.0,-8043.0,1381.0,1960.0,3.leftcir,5,CW
7456,10718.0,-6656.0,-3624.0,-7952.0,2937.0,2095.0,3.leftcir,5,CW
7457,10033.0,-7371.0,-3975.0,-7506.0,4166.0,2800.0,3.leftcir,5,CW
7458,9111.0,-7545.0,-4086.0,-6940.0,5123.0,3825.0,3.leftcir,5,CW
7459,7681.0,-7446.0,-4306.0,-6439.0,5941.0,4635.0,3.leftcir,5,CW
7460,5991.0,-7645.0,-4714.0,-6080.0,6558.0,5270.0,3.leftcir,5,CW
7461,4124.0,-8368.0,-5082.0,-5705.0,7071.0,5740.0,3.leftcir,5,CW
7462,2351.0,-8956.0,-5284.0,-5060.0,7482.0,5844.0,3.leftcir,5,CW
7463,970.0,-9545.0,-5412.0,-4267.0,7913.0,5306.0,3.leftcir,5,CW
7464,-328.0,-10196.0,-5468.0,-3320.0,8372.0,4488.0,3.leftcir,5,CW
7465,-1692.0,-10666.0,-5628.0,-2346.0,8679.0,3594.0,3.leftcir,5,CW
7466,-3035.0,-11302.0,-6059.0,-1427.0,8725.0,2753.0,3.leftcir,5,CW
7467,-3941.0,-11796.0,-6230.0,-390.0,8396.0,2367.0,3.leftcir,5,CW
7468,-4734.0,-11891.0,-6375.0,760.0,7850.0,2149.0,3.leftcir,5,CW
7469,-5428.0,-12045.0,-6445.0,1893.0,7259.0,2027.0,3.leftcir,5,CW
7470,-5745.0,-11876.0,-6026.0,3044.0,6617.0,2212.0,3.leftcir,5,CW
7471,-6290.0,-10991.0,-5606.0,4281.0,5989.0,2313.0,3.leftcir,5,CW
7472,-7220.0,-9961.0,-5360.0,5337.0,5249.0,2321.0,3.leftcir,5,CW
7473,-7781.0,-8889.0,-4954.0,6090.0,4269.0,2556.0,3.leftcir,5,CW
7474,-7809.0,-7521.0,-4386.0,6900.0,3306.0,2654.0,3.leftcir,5,CW
7475,-7722.0,-6162.0,-3838.0,7673.0,2577.0,2325.0,3.leftcir,5,CW
7476,-7687.0,-4959.0,-3419.0,8252.0,2019.0,1805.0,3.leftcir,5,CW
7477,-7456.0,-3933.0,-3031.0,8642.0,1512.0,1308.0,3.leftcir,5,CW
7478,-7106.0,-3067.0,-2647.0,8903.0,981.0,1042.0,3.leftcir,5,CW
7479,-6858.0,-2201.0,-2353.0,9052.0,284.0,1077.0,3.leftcir,5,CW
7480,-6584.0,-1297.0,-2119.0,9039.0,-450.0,1168.0,3.leftcir,5,CW
7481,-6326.0,-503.0,-1948.0,8901.0,-1078.0,1133.0,3.leftcir,5,CW
7482,-6208.0,174.0,-1819.0,8636.0,-1729.0,1139.0,3.leftcir,5,CW
7483,-6071.0,778.0,-1781.0,8083.0,-2510.0,1319.0,3.leftcir,5,CW
7484,-5833.0,1103.0,-1578.0,7385.0,-3409.0,1498.0,3.leftcir,5,CW
7485,-5317.0,1313.0,-1425.0,6735.0,-4314.0,1749.0,3.leftcir,5,CW
7486,-4712.0,1701.0,-1336.0,6136.0,-5076.0,1856.0,3.leftcir,5,CW
7487,-4164.0,2058.0,-1228.0,5672.0,-5539.0,1619.0,3.leftcir,5,CW
7488,-3666.0,2405.0,-1117.0,5203.0,-5828.0,1318.0,3.leftcir,5,CW
7489,-3217.0,2869.0,-1029.0,4589.0,-6130.0,994.0,3.leftcir,5,CW
7490,-2785.0,3226.0,-933.0,3809.0,-6355.0,713.0,3.leftcir,5,CW
7491,-2051.0,3359.0,-804.0,2888.0,-6573.0,593.0,3.leftcir,5,CW
7492,-1383.0,3418.0,-759.0,1914.0,-6741.0,518.0,3.leftcir,5,CW
7493,-956.0,3498.0,-834.0,936.0,-6760.0,329.0,3.leftcir,5,CW
7494,-597.0,3397.0,-1077.0,-79.0,-6792.0,227.0,3.leftcir,5,CW
7495,45.0,3017.0,-1442.0,-1073.0,-6962.0,431.0,3.leftcir,5,CW
7496,748.0,2789.0,-1593.0,-1974.0,-7168.0,839.0,3.leftcir,5,CW
7497,1087.0,2920.0,-1657.0,-2943.0,-7310.0,1193.0,3.leftcir,5,CW
7498,1406.0,2929.0,-1756.0,-3974.0,-7227.0,1232.0,3.leftcir,5,CW
7499,1792.0,2700.0,-1869.0,-5074.0,-7076.0,1295.0,3.leftcir,5,CW
7500,2218.0,2285.0,-2047.0,-6162.0,-6910.0,1360.0,3.leftcir,5,CW
7501,2945.0,1631.0,-2320.0,-7078.0,-6587.0,1175.0,3.leftcir,5,CW
7502,3595.0,753.0,-2564.0,-7894.0,-6107.0,1014.0,3.leftcir,5,CW
7503,4333.0,-323.0,-2905.0,-8567.0,-5582.0,834.0,3.leftcir,5,CW
7504,5446.0,-1573.0,-3380.0,-8858.0,-4884.0,535.0,3.leftcir,5,CW
7505,6669.0,-2768.0,-3673.0,-8855.0,-4083.0,567.0,3.leftcir,5,CW
7506,8070.0,-3919.0,-3595.0,-8840.0,-3139.0,704.0,3.leftcir,5,CW
7507,9344.0,-5301.0,-3727.0,-8613.0,-1937.0,510.0,3.leftcir,5,CW
7508,10169.0,-6748.0,-4274.0,-8176.0,-734.0,311.0,3.leftcir,5,CW
7509,10535.0,-8210.0,-4467.0,-7812.0,549.0,653.0,3.leftcir,5,CW
7510,11031.0,-8985.0,-4356.0,-7299.0,1591.0,1414.0,3.leftcir,5,CW
7511,11090.0,-9322.0,-4239.0,-6757.0,2798.0,2025.0,3.leftcir,5,CW
7512,10257.0,-9655.0,-4244.0,-6166.0,4010.0,2628.0,3.leftcir,5,CW
7513,9224.0,-9735.0,-4360.0,-5498.0,5000.0,3334.0,3.leftcir,5,CW
7514,7999.0,-9918.0,-4555.0,-4971.0,5942.0,3937.0,3.leftcir,5,CW
7515,6291.0,-10006.0,-4801.0,-4305.0,6726.0,4422.0,3.leftcir,5,CW
7516,4596.0,-10091.0,-5081.0,-3414.0,7394.0,4354.0,3.leftcir,5,CW
7517,3212.0,-10427.0,-5337.0,-2439.0,8144.0,3703.0,3.leftcir,5,CW
7518,1615.0,-10750.0,-5598.0,-1458.0,8809.0,2910.0,3.leftcir,5,CW
7519,-82.0,-10948.0,-5964.0,-422.0,9206.0,2326.0,3.leftcir,5,CW
7520,-1293.0,-11071.0,-6155.0,541.0,9354.0,2160.0,3.leftcir,5,CW
7521,-2270.0,-11040.0,-6075.0,1396.0,9419.0,2247.0,3.leftcir,5,CW
7522,-3348.0,-10836.0,-5980.0,2282.0,9381.0,2269.0,3.leftcir,5,CW
7523,-4839.0,-10669.0,-6201.0,3224.0,9046.0,2222.0,3.leftcir,5,CW
7524,-6191.0,-10372.0,-6259.0,4133.0,8384.0,2364.0,3.leftcir,5,CW
7525,-7184.0,-9635.0,-5930.0,4993.0,7601.0,2668.0,3.leftcir,5,CW
7526,-8025.0,-8529.0,-5347.0,5998.0,6812.0,2653.0,3.leftcir,5,CW
7527,-8784.0,-7551.0,-4846.0,6825.0,6132.0,2131.0,3.leftcir,5,CW
7528,-9289.0,-6722.0,-4406.0,7427.0,5512.0,1603.0,3.leftcir,5,CW
7529,-9417.0,-5695.0,-4066.0,7868.0,4838.0,1399.0,3.leftcir,5,CW
7530,-9323.0,-4759.0,-3640.0,8196.0,4074.0,1356.0,3.leftcir,5,CW
7531,-9083.0,-3655.0,-3153.0,8602.0,3208.0,1319.0,3.leftcir,5,CW
7532,-8760.0,-2405.0,-2624.0,8873.0,2305.0,1425.0,3.leftcir,5,CW
7533,-8377.0,-1230.0,-1962.0,8897.0,1369.0,1622.0,3.leftcir,5,CW
7534,-7997.0,-182.0,-1363.0,8763.0,289.0,1520.0,3.leftcir,5,CW
7535,-7718.0,735.0,-1018.0,8506.0,-785.0,1356.0,3.leftcir,5,CW
7536,-7519.0,1396.0,-732.0,7883.0,-1812.0,1331.0,3.leftcir,5,CW
7537,-7204.0,1817.0,-525.0,7106.0,-2873.0,1448.0,3.leftcir,5,CW
7538,-6662.0,2052.0,-521.0,6508.0,-3834.0,1498.0,3.leftcir,5,CW
7539,-6159.0,2165.0,-597.0,6006.0,-4462.0,1280.0,3.leftcir,5,CW
7540,-5783.0,2278.0,-663.0,5608.0,-4974.0,1067.0,3.leftcir,5,CW
7541,-5271.0,2629.0,-621.0,5164.0,-5609.0,1025.0,3.leftcir,5,CW
7542,-4690.0,3118.0,-551.0,4558.0,-6222.0,850.0,3.leftcir,5,CW
7543,-4122.0,3435.0,-596.0,3844.0,-6684.0,512.0,3.leftcir,5,CW
7544,-3465.0,3549.0,-772.0,2982.0,-7087.0,316.0,3.leftcir,5,CW
7545,-2671.0,3484.0,-876.0,2011.0,-7430.0,229.0,3.leftcir,5,CW
7546,-1801.0,3529.0,-987.0,1106.0,-7739.0,102.0,3.leftcir,5,CW
7547,-1063.0,3481.0,-1264.0,154.0,-8014.0,70.0,3.leftcir,5,CW
7548,-339.0,3194.0,-1608.0,-797.0,-8205.0,92.0,3.leftcir,5,CW
7549,511.0,2969.0,-1868.0,-1606.0,-8226.0,33.0,3.leftcir,5,CW
7550,1140.0,2825.0,-2128.0,-2407.0,-8173.0,49.0,3.leftcir,5,CW
7551,1660.0,2584.0,-2348.0,-3231.0,-8107.0,287.0,3.leftcir,5,CW
7552,2483.0,2297.0,-2412.0,-4061.0,-7994.0,497.0,3.leftcir,5,CW
7553,3502.0,1825.0,-2474.0,-4863.0,-7494.0,424.0,3.leftcir,5,CW
7554,3869.0,1048.0,-2693.0,-5614.0,-6798.0,410.0,3.leftcir,5,CW
7555,4396.0,167.0,-2879.0,-6246.0,-6185.0,512.0,3.leftcir,5,CW
7556,5111.0,-692.0,-3013.0,-6783.0,-5552.0,873.0,3.leftcir,5,CW
7557,5130.0,-1292.0,-3131.0,-7124.0,-5026.0,1624.0,3.leftcir,5,CW
7558,5002.0,-1327.0,-3156.0,-7235.0,-4661.0,2319.0,3.leftcir,5,CW
7559,5809.0,-1477.0,-2940.0,-7477.0,-4109.0,2472.0,3.leftcir,5,CW
7560,7234.0,-2549.0,-2817.0,-8054.0,-2837.0,1649.0,3.leftcir,5,CW
7561,7932.0,-3984.0,-3261.0,-8413.0,-1499.0,638.0,3.leftcir,5,CW
7562,8273.0,-5157.0,-3656.0,-8267.0,-570.0,580.0,3.leftcir,5,CW
7563,8938.0,-6240.0,-3686.0,-8042.0,195.0,1359.0,3.leftcir,5,CW
7564,9773.0,-7415.0,-3781.0,-7820.0,964.0,2418.0,3.leftcir,5,CW
7565,10217.0,-8438.0,-3813.0,-7510.0,2088.0,3026.0,3.leftcir,5,CW
7566,9889.0,-8970.0,-3892.0,-6842.0,3478.0,3399.0,3.leftcir,5,CW
7567,8820.0,-9156.0,-3949.0,-5938.0,4742.0,3980.0,3.leftcir,5,CW
7568,7165.0,-9193.0,-3996.0,-5148.0,5748.0,4533.0,3.leftcir,5,CW
7569,5355.0,-9298.0,-4210.0,-4587.0,6396.0,4933.0,3.leftcir,5,CW
7570,3784.0,-9554.0,-4433.0,-4109.0,6826.0,5289.0,3.leftcir,5,CW
7571,2422.0,-9949.0,-4435.0,-3628.0,7318.0,5183.0,3.leftcir,5,CW
7572,1085.0,-10430.0,-4587.0,-2869.0,7872.0,4197.0,3.leftcir,5,CW
7573,-38.0,-10984.0,-4822.0,-1872.0,8439.0,2782.0,3.leftcir,5,CW
7574,-883.0,-11467.0,-5058.0,-766.0,8824.0,1541.0,3.leftcir,5,CW
7575,-1358.0,-11690.0,-5186.0,278.0,8980.0,658.0,3.leftcir,5,CW
