,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ,Label,SegmentID,Subject
3288,-5985.0,-3137.0,-3879.0,-2476.0,-10976.0,-584.0,2.leftright,5,CW
3289,-5157.0,-3570.0,-4597.0,-2477.0,-11977.0,-216.0,2.leftright,5,CW
3290,-4363.0,-4177.0,-5319.0,-2530.0,-12716.0,-126.0,2.leftright,5,CW
3291,-3421.0,-4462.0,-6054.0,-2394.0,-13252.0,-458.0,2.leftright,5,CW
3292,-2332.0,-4570.0,-6552.0,-2075.0,-13421.0,-1174.0,2.leftright,5,CW
3293,-943.0,-4894.0,-6933.0,-1703.0,-13498.0,-2171.0,2.leftright,5,CW
3294,1423.0,-5316.0,-7201.0,-1197.0,-13643.0,-2983.0,2.leftright,5,CW
3295,4690.0,-5924.0,-7427.0,-631.0,-13547.0,-3413.0,2.leftright,5,CW
3296,8126.0,-6335.0,-7523.0,-105.0,-13075.0,-3401.0,2.leftright,5,CW
3297,11329.0,-6569.0,-6945.0,327.0,-11962.0,-2922.0,2.leftright,5,CW
3298,14062.0,-6569.0,-5928.0,915.0,-10383.0,-2537.0,2.leftright,5,CW
3299,16346.0,-6109.0,-4937.0,1697.0,-8514.0,-2687.0,2.leftright,5,CW
3300,17581.0,-5533.0,-4024.0,2279.0,-6417.0,-3508.0,2.leftright,5,CW
3301,18392.0,-4903.0,-3194.0,2522.0,-4484.0,-4300.0,2.leftright,5,CW
3302,19048.0,-3875.0,-2493.0,2700.0,-2673.0,-3964.0,2.leftright,5,CW
3303,19444.0,-2640.0,-1934.0,2568.0,-335.0,-2775.0,2.leftright,5,CW
3304,18370.0,-1871.0,-1841.0,1849.0,2733.0,-1050.0,2.leftright,5,CW
3305,14601.0,-2193.0,-2444.0,937.0,5468.0,1311.0,2.leftright,5,CW
3306,11090.0,-2519.0,-3002.0,461.0,6908.0,3448.0,2.leftright,5,CW
3307,9686.0,-1978.0,-3181.0,521.0,7518.0,4850.0,2.leftright,5,CW
3308,8951.0,-1412.0,-3667.0,597.0,8387.0,5293.0,2.leftright,5,CW
3309,7780.0,-1592.0,-4271.0,490.0,9991.0,4413.0,2.leftright,5,CW
3310,6288.0,-2111.0,-4872.0,426.0,11780.0,2505.0,2.leftright,5,CW
3311,4812.0,-2399.0,-5383.0,445.0,13289.0,649.0,2.leftright,5,CW
3312,3477.0,-2564.0,-5981.0,378.0,14471.0,-572.0,2.leftright,5,CW
3313,1925.0,-3231.0,-6764.0,233.0,15328.0,-1070.0,2.leftright,5,CW
3314,-131.0,-4146.0,-7269.0,200.0,15831.0,-427.0,2.leftright,5,CW
3315,-2071.0,-4474.0,-7473.0,-207.0,15922.0,1189.0,2.leftright,5,CW
3316,-3585.0,-4490.0,-7284.0,-792.0,15716.0,3464.0,2.leftright,5,CW
3317,-4833.0,-4268.0,-6777.0,-988.0,15441.0,6121.0,2.leftright,5,CW
3318,-6118.0,-4166.0,-6270.0,-773.0,14765.0,7863.0,2.leftright,5,CW
3319,-7419.0,-4050.0,-6045.0,442.0,13799.0,7666.0,2.leftright,5,CW
3320,-8687.0,-3558.0,-5818.0,1906.0,13017.0,6403.0,2.leftright,5,CW
3321,-9936.0,-2980.0,-5390.0,2846.0,12262.0,5027.0,2.leftright,5,CW
3322,-11316.0,-2265.0,-5121.0,3426.0,11286.0,4041.0,2.leftright,5,CW
3323,-13250.0,-1511.0,-4965.0,3725.0,9899.0,3394.0,2.leftright,5,CW
3324,-15327.0,-606.0,-4707.0,3749.0,8242.0,2788.0,2.leftright,5,CW
3325,-17003.0,756.0,-3938.0,3486.0,6363.0,2047.0,2.leftright,5,CW
3326,-18031.0,2264.0,-2941.0,3093.0,4228.0,721.0,2.leftright,5,CW
3327,-18455.0,3076.0,-2075.0,2640.0,1879.0,-1044.0,2.leftright,5,CW
3328,-17822.0,3085.0,-1665.0,1957.0,-969.0,-2875.0,2.leftright,5,CW
3329,-15617.0,2825.0,-1997.0,917.0,-4125.0,-4014.0,2.leftright,5,CW
3330,-13013.0,2033.0,-2573.0,-265.0,-6729.0,-4075.0,2.leftright,5,CW
3331,-11130.0,746.0,-3189.0,-1329.0,-8705.0,-4282.0,2.leftright,5,CW
3332,-9626.0,-398.0,-4127.0,-1953.0,-10546.0,-4504.0,2.leftright,5,CW
3333,-8398.0,-1318.0,-4902.0,-2084.0,-12183.0,-4276.0,2.leftright,5,CW
3334,-7027.0,-1896.0,-5601.0,-2068.0,-13652.0,-4123.0,2.leftright,5,CW
3335,-5809.0,-2066.0,-6221.0,-2011.0,-14816.0,-4152.0,2.leftright,5,CW
3336,-4999.0,-2327.0,-6846.0,-1972.0,-15692.0,-4309.0,2.leftright,5,CW
3337,-4129.0,-2808.0,-7596.0,-2024.0,-16581.0,-4282.0,2.leftright,5,CW
3338,-3171.0,-3348.0,-8510.0,-1892.0,-17545.0,-3849.0,2.leftright,5,CW
3339,-1750.0,-3562.0,-9222.0,-1467.0,-18303.0,-3016.0,2.leftright,5,CW
3340,-48.0,-3393.0,-9549.0,-1016.0,-18553.0,-1864.0,2.leftright,5,CW
3341,1191.0,-3409.0,-9781.0,-770.0,-18377.0,-1445.0,2.leftright,5,CW
3342,2718.0,-3738.0,-9600.0,-582.0,-17931.0,-2164.0,2.leftright,5,CW
3343,5572.0,-3785.0,-9343.0,-152.0,-17751.0,-3448.0,2.leftright,5,CW
3344,10099.0,-3795.0,-8772.0,355.0,-17270.0,-4456.0,2.leftright,5,CW
3345,15024.0,-4599.0,-7880.0,586.0,-15715.0,-5361.0,2.leftright,5,CW
3346,18354.0,-5651.0,-7090.0,1124.0,-13165.0,-6649.0,2.leftright,5,CW
3347,20731.0,-5666.0,-5783.0,2330.0,-10312.0,-7730.0,2.leftright,5,CW
3348,24391.0,-3270.0,-4113.0,3585.0,-7422.0,-7471.0,2.leftright,5,CW
3349,26693.0,-792.0,-2974.0,3432.0,-3440.0,-5231.0,2.leftright,5,CW
3350,24854.0,-878.0,-2226.0,2092.0,1022.0,-1872.0,2.leftright,5,CW
3351,21297.0,-1431.0,-2309.0,900.0,4322.0,1167.0,2.leftright,5,CW
3352,17834.0,-1379.0,-2942.0,189.0,6586.0,4000.0,2.leftright,5,CW
3353,14611.0,-1332.0,-3674.0,-243.0,8364.0,6552.0,2.leftright,5,CW
3354,11611.0,-1200.0,-4376.0,-448.0,9971.0,7633.0,2.leftright,5,CW
3355,9026.0,-1348.0,-4934.0,-449.0,11586.0,6837.0,2.leftright,5,CW
3356,7043.0,-1571.0,-5547.0,-386.0,12937.0,5073.0,2.leftright,5,CW
3357,5477.0,-1680.0,-6279.0,-453.0,13976.0,3562.0,2.leftright,5,CW
3358,4107.0,-2240.0,-7087.0,-813.0,14952.0,2695.0,2.leftright,5,CW
3359,2598.0,-3627.0,-7991.0,-1193.0,15918.0,2089.0,2.leftright,5,CW
3360,969.0,-4906.0,-8624.0,-1113.0,16529.0,2125.0,2.leftright,5,CW
3361,-559.0,-5372.0,-8691.0,-462.0,16604.0,2938.0,2.leftright,5,CW
3362,-1657.0,-5095.0,-8409.0,336.0,16482.0,3667.0,2.leftright,5,CW
3363,-2594.0,-4520.0,-7927.0,1020.0,16361.0,4094.0,2.leftright,5,CW
3364,-3659.0,-3969.0,-7174.0,1661.0,16261.0,4467.0,2.leftright,5,CW
3365,-4989.0,-3399.0,-6568.0,2062.0,15838.0,4576.0,2.leftright,5,CW
3366,-6011.0,-2850.0,-6294.0,2199.0,15142.0,4527.0,2.leftright,5,CW
3367,-6830.0,-2687.0,-6213.0,2323.0,14398.0,4774.0,2.leftright,5,CW
3368,-7899.0,-2564.0,-6216.0,2614.0,13651.0,5400.0,2.leftright,5,CW
3369,-9670.0,-2309.0,-6164.0,3082.0,12816.0,5916.0,2.leftright,5,CW
3370,-11553.0,-1793.0,-6018.0,3608.0,11542.0,6111.0,2.leftright,5,CW
3371,-13176.0,-880.0,-5459.0,4082.0,9898.0,6280.0,2.leftright,5,CW
3372,-14608.0,416.0,-4283.0,4547.0,8086.0,5823.0,2.leftright,5,CW
3373,-15752.0,2219.0,-3409.0,4599.0,6210.0,3828.0,2.leftright,5,CW
3374,-17044.0,3590.0,-2739.0,4043.0,4385.0,1362.0,2.leftright,5,CW
3375,-17959.0,4324.0,-2062.0,3320.0,2215.0,-553.0,2.leftright,5,CW
3376,-17774.0,4894.0,-1604.0,2493.0,-482.0,-1970.0,2.leftright,5,CW
3377,-16903.0,5058.0,-1709.0,1287.0,-3329.0,-2820.0,2.leftright,5,CW
3378,-15113.0,4536.0,-2360.0,-287.0,-5766.0,-3370.0,2.leftright,5,CW
3379,-13282.0,3115.0,-3006.0,-1923.0,-7682.0,-3894.0,2.leftright,5,CW
3380,-11772.0,1445.0,-3807.0,-3212.0,-9713.0,-4455.0,2.leftright,5,CW
3381,-10227.0,313.0,-4806.0,-3856.0,-11812.0,-4920.0,2.leftright,5,CW
3382,-8641.0,-392.0,-5760.0,-4143.0,-13682.0,-5148.0,2.leftright,5,CW
3383,-7266.0,-1029.0,-6634.0,-4377.0,-15275.0,-5233.0,2.leftright,5,CW
3384,-5861.0,-1644.0,-7606.0,-4586.0,-16668.0,-5196.0,2.leftright,5,CW
3385,-3841.0,-2160.0,-8515.0,-4683.0,-17774.0,-4676.0,2.leftright,5,CW
3386,-1736.0,-2859.0,-8955.0,-4663.0,-18043.0,-3693.0,2.leftright,5,CW
3387,-721.0,-3718.0,-9197.0,-4446.0,-17637.0,-3275.0,2.leftright,5,CW
3388,-297.0,-4244.0,-9583.0,-3929.0,-17239.0,-3762.0,2.leftright,5,CW
3389,678.0,-4236.0,-9956.0,-3267.0,-17256.0,-4076.0,2.leftright,5,CW
3390,2730.0,-4030.0,-10014.0,-2754.0,-17265.0,-3862.0,2.leftright,5,CW
3391,4974.0,-4417.0,-9850.0,-2422.0,-16901.0,-3478.0,2.leftright,5,CW
3392,7721.0,-5049.0,-9417.0,-1998.0,-16569.0,-2883.0,2.leftright,5,CW
3393,11611.0,-5869.0,-8346.0,-1473.0,-15918.0,-2699.0,2.leftright,5,CW
3394,16569.0,-6234.0,-7014.0,-488.0,-14310.0,-3122.0,2.leftright,5,CW
3395,20921.0,-6282.0,-5320.0,668.0,-11092.0,-3703.0,2.leftright,5,CW
3396,22789.0,-6243.0,-3379.0,1131.0,-7078.0,-4175.0,2.leftright,5,CW
3397,23327.0,-5547.0,-2580.0,1283.0,-3725.0,-3544.0,2.leftright,5,CW
3398,23642.0,-4258.0,-1239.0,1743.0,-1007.0,-1368.0,2.leftright,5,CW
3399,23556.0,-3503.0,-560.0,1275.0,1617.0,808.0,2.leftright,5,CW
3400,21036.0,-3773.0,-974.0,581.0,4577.0,2563.0,2.leftright,5,CW
3401,16746.0,-3812.0,-2028.0,344.0,7047.0,4001.0,2.leftright,5,CW
3402,12980.0,-3254.0,-3187.0,315.0,8561.0,5091.0,2.leftright,5,CW
3403,10121.0,-2889.0,-4125.0,465.0,9698.0,5528.0,2.leftright,5,CW
3404,7850.0,-2875.0,-4880.0,767.0,10976.0,4533.0,2.leftright,5,CW
3405,5968.0,-3074.0,-5498.0,1072.0,12239.0,2495.0,2.leftright,5,CW
3406,4658.0,-3228.0,-5978.0,1193.0,13270.0,613.0,2.leftright,5,CW
3407,3413.0,-3425.0,-6443.0,1119.0,14085.0,-520.0,2.leftright,5,CW
3408,1940.0,-4177.0,-7104.0,1127.0,14716.0,-1245.0,2.leftright,5,CW
3409,420.0,-5485.0,-7788.0,1738.0,15148.0,-1531.0,2.leftright,5,CW
3410,-1038.0,-6216.0,-7877.0,1787.0,15126.0,-916.0,2.leftright,5,CW
3411,-1989.0,-5697.0,-7417.0,1659.0,14638.0,308.0,2.leftright,5,CW
3412,-2515.0,-4586.0,-6724.0,2113.0,14277.0,1403.0,2.leftright,5,CW
3413,-3209.0,-3975.0,-6147.0,2286.0,14149.0,2051.0,2.leftright,5,CW
3414,-3677.0,-3665.0,-5751.0,2153.0,13954.0,2827.0,2.leftright,5,CW
3415,-4188.0,-3303.0,-5499.0,2321.0,13710.0,3815.0,2.leftright,5,CW
3416,-5392.0,-3164.0,-5366.0,2784.0,13612.0,4348.0,2.leftright,5,CW
3417,-6934.0,-2893.0,-5518.0,3322.0,13288.0,4457.0,2.leftright,5,CW
3418,-8596.0,-2126.0,-5536.0,3848.0,12570.0,4814.0,2.leftright,5,CW
3419,-10423.0,-911.0,-5235.0,4232.0,11525.0,5371.0,2.leftright,5,CW
3420,-12530.0,557.0,-4732.0,3859.0,10139.0,5732.0,2.leftright,5,CW
3421,-14935.0,1887.0,-4113.0,2629.0,8405.0,5332.0,2.leftright,5,CW
3422,-16974.0,3154.0,-3543.0,1935.0,6384.0,3816.0,2.leftright,5,CW
3423,-18118.0,3961.0,-2815.0,1870.0,4261.0,1726.0,2.leftright,5,CW
3424,-17928.0,4485.0,-2049.0,1339.0,2088.0,105.0,2.leftright,5,CW
3425,-17160.0,4617.0,-1367.0,264.0,-227.0,-593.0,2.leftright,5,CW
3426,-16068.0,4226.0,-1180.0,-890.0,-2786.0,-1086.0,2.leftright,5,CW
3427,-14178.0,3625.0,-1556.0,-2292.0,-5421.0,-1581.0,2.leftright,5,CW
3428,-12063.0,2796.0,-2120.0,-3604.0,-7480.0,-2213.0,2.leftright,5,CW
3429,-10417.0,1374.0,-2905.0,-4730.0,-9047.0,-3200.0,2.leftright,5,CW
3430,-9123.0,-201.0,-4074.0,-5612.0,-10820.0,-3772.0,2.leftright,5,CW
3431,-7680.0,-1440.0,-5230.0,-6037.0,-12612.0,-3615.0,2.leftright,5,CW
3432,-6005.0,-2503.0,-6276.0,-6185.0,-13949.0,-3545.0,2.leftright,5,CW
3433,-4742.0,-3879.0,-7303.0,-6024.0,-14646.0,-4020.0,2.leftright,5,CW
3434,-3584.0,-4801.0,-8225.0,-5389.0,-15222.0,-4318.0,2.leftright,5,CW
3435,-2629.0,-4956.0,-8797.0,-4420.0,-15876.0,-3694.0,2.leftright,5,CW
3436,-1631.0,-4703.0,-9038.0,-3568.0,-16425.0,-2770.0,2.leftright,5,CW
3437,-29.0,-4403.0,-9001.0,-3104.0,-16810.0,-2309.0,2.leftright,5,CW
3438,1897.0,-4545.0,-9038.0,-3026.0,-16817.0,-2535.0,2.leftright,5,CW
3439,3275.0,-5414.0,-9214.0,-2714.0,-16556.0,-2936.0,2.leftright,5,CW
3440,5080.0,-6024.0,-9240.0,-1794.0,-16455.0,-3347.0,2.leftright,5,CW
3441,8240.0,-6139.0,-8750.0,-998.0,-16028.0,-3947.0,2.leftright,5,CW
3442,11506.0,-6472.0,-7764.0,-735.0,-15081.0,-4102.0,2.leftright,5,CW
3443,15063.0,-6396.0,-6272.0,-85.0,-13779.0,-3856.0,2.leftright,5,CW
3444,19283.0,-5634.0,-4605.0,695.0,-11474.0,-3630.0,2.leftright,5,CW
3445,22010.0,-5477.0,-2939.0,931.0,-7887.0,-3210.0,2.leftright,5,CW
3446,22845.0,-5364.0,-1481.0,923.0,-4061.0,-2517.0,2.leftright,5,CW
3447,22885.0,-4709.0,-425.0,1001.0,-961.0,-1251.0,2.leftright,5,CW
3448,22346.0,-3950.0,16.0,902.0,1712.0,699.0,2.leftright,5,CW
3449,20453.0,-3932.0,-319.0,527.0,4449.0,2602.0,2.leftright,5,CW
3450,17266.0,-3830.0,-1527.0,262.0,6843.0,4289.0,2.leftright,5,CW
3451,13616.0,-3364.0,-2790.0,212.0,8730.0,5834.0,2.leftright,5,CW
3452,10310.0,-2911.0,-3720.0,310.0,10311.0,6316.0,2.leftright,5,CW
3453,7440.0,-2699.0,-4503.0,514.0,11673.0,5527.0,2.leftright,5,CW
3454,5117.0,-2734.0,-5070.0,720.0,12745.0,4112.0,2.leftright,5,CW
3455,3152.0,-2991.0,-5572.0,879.0,13477.0,2674.0,2.leftright,5,CW
3456,1281.0,-3559.0,-6150.0,1036.0,13867.0,1319.0,2.leftright,5,CW
3457,-236.0,-4439.0,-6700.0,1192.0,13935.0,375.0,2.leftright,5,CW
3458,-1265.0,-5012.0,-6830.0,1689.0,13645.0,480.0,2.leftright,5,CW
3459,-1895.0,-4904.0,-6425.0,1795.0,13244.0,1224.0,2.leftright,5,CW
3460,-2638.0,-4425.0,-5927.0,1926.0,12980.0,1786.0,2.leftright,5,CW
3461,-3851.0,-4254.0,-5617.0,2305.0,12764.0,1981.0,2.leftright,5,CW
3462,-4846.0,-4093.0,-5324.0,2530.0,12288.0,2233.0,2.leftright,5,CW
3463,-5390.0,-3782.0,-5079.0,2720.0,11625.0,2601.0,2.leftright,5,CW
3464,-6158.0,-3596.0,-5089.0,2905.0,11135.0,2789.0,2.leftright,5,CW
3465,-7492.0,-3503.0,-5389.0,3095.0,10805.0,2868.0,2.leftright,5,CW
3466,-9538.0,-3098.0,-5718.0,3462.0,10194.0,3528.0,2.leftright,5,CW
3467,-11842.0,-1999.0,-5559.0,4043.0,9199.0,4754.0,2.leftright,5,CW
3468,-14156.0,10.0,-4808.0,4636.0,7931.0,5481.0,2.leftright,5,CW
3469,-16410.0,2250.0,-3707.0,4338.0,6451.0,4661.0,2.leftright,5,CW
3470,-17487.0,4060.0,-2584.0,3839.0,4709.0,2465.0,2.leftright,5,CW
3471,-17455.0,4998.0,-1602.0,3771.0,2832.0,242.0,2.leftright,5,CW
3472,-16488.0,5095.0,-876.0,2769.0,718.0,-1269.0,2.leftright,5,CW
3473,-14847.0,4644.0,-704.0,869.0,-1840.0,-1784.0,2.leftright,5,CW
3474,-13065.0,3934.0,-984.0,-821.0,-4282.0,-1761.0,2.leftright,5,CW
3475,-11371.0,2945.0,-1410.0,-2246.0,-6166.0,-1895.0,2.leftright,5,CW
3476,-9705.0,1769.0,-1879.0,-3353.0,-7593.0,-2267.0,2.leftright,5,CW
3477,-8259.0,634.0,-2548.0,-4263.0,-8945.0,-2504.0,2.leftright,5,CW
3478,-7239.0,-544.0,-3381.0,-4996.0,-10074.0,-2699.0,2.leftright,5,CW
3479,-6514.0,-1910.0,-4293.0,-5504.0,-11065.0,-2838.0,2.leftright,5,CW
3480,-5672.0,-3070.0,-5164.0,-5585.0,-12028.0,-2891.0,2.leftright,5,CW
3481,-4780.0,-3881.0,-5867.0,-5357.0,-12874.0,-2944.0,2.leftright,5,CW
3482,-3808.0,-4468.0,-6425.0,-4908.0,-13720.0,-2701.0,2.leftright,5,CW
3483,-2527.0,-4650.0,-6894.0,-4184.0,-14636.0,-1895.0,2.leftright,5,CW
3484,-1273.0,-4700.0,-7214.0,-3561.0,-15287.0,-1045.0,2.leftright,5,CW
3485,171.0,-4837.0,-7369.0,-3221.0,-15529.0,-1413.0,2.leftright,5,CW
3486,2580.0,-5337.0,-7331.0,-3037.0,-15308.0,-2773.0,2.leftright,5,CW
3487,5140.0,-6255.0,-7456.0,-2858.0,-14825.0,-3788.0,2.leftright,5,CW
3488,7017.0,-7051.0,-7458.0,-2240.0,-14179.0,-3400.0,2.leftright,5,CW
3489,9118.0,-6970.0,-6596.0,-1396.0,-13585.0,-1619.0,2.leftright,5,CW
3490,12270.0,-6764.0,-5239.0,-1069.0,-12759.0,29.0,2.leftright,5,CW
3491,15372.0,-6979.0,-4059.0,-926.0,-11186.0,355.0,2.leftright,5,CW
3492,17613.0,-7392.0,-3139.0,-557.0,-8697.0,-321.0,2.leftright,5,CW
3493,18664.0,-7655.0,-2406.0,-64.0,-5783.0,-1222.0,2.leftright,5,CW
3494,18976.0,-7267.0,-1771.0,520.0,-2997.0,-1624.0,2.leftright,5,CW
3495,18770.0,-6680.0,-1189.0,989.0,-307.0,-1421.0,2.leftright,5,CW
3496,17479.0,-5701.0,-946.0,1273.0,2146.0,-601.0,2.leftright,5,CW
3497,15293.0,-4501.0,-1240.0,1340.0,4192.0,884.0,2.leftright,5,CW
3498,12984.0,-3873.0,-1591.0,1164.0,6071.0,2116.0,2.leftright,5,CW
3499,10825.0,-3677.0,-2282.0,909.0,7586.0,2668.0,2.leftright,5,CW
3500,8854.0,-3692.0,-3181.0,907.0,8810.0,2857.0,2.leftright,5,CW
3501,7229.0,-3688.0,-3845.0,1044.0,9946.0,2445.0,2.leftright,5,CW
3502,5891.0,-3573.0,-4412.0,1260.0,11038.0,1586.0,2.leftright,5,CW
3503,4542.0,-3535.0,-4871.0,1533.0,11940.0,617.0,2.leftright,5,CW
3504,3484.0,-3653.0,-5097.0,1900.0,12740.0,-575.0,2.leftright,5,CW
3505,2724.0,-3799.0,-5290.0,2013.0,13409.0,-1692.0,2.leftright,5,CW
3506,1497.0,-4027.0,-5787.0,1647.0,13742.0,-1813.0,2.leftright,5,CW
3507,-232.0,-4401.0,-6358.0,1381.0,13767.0,-713.0,2.leftright,5,CW
3508,-1999.0,-4539.0,-6338.0,1100.0,13587.0,1166.0,2.leftright,5,CW
3509,-3535.0,-4116.0,-5719.0,1169.0,13300.0,2719.0,2.leftright,5,CW
3510,-4693.0,-3245.0,-5321.0,1772.0,12907.0,3090.0,2.leftright,5,CW
3511,-5546.0,-2954.0,-5110.0,1987.0,12650.0,2653.0,2.leftright,5,CW
3512,-6351.0,-3171.0,-4937.0,2077.0,12430.0,2271.0,2.leftright,5,CW
3513,-7711.0,-3228.0,-4993.0,2301.0,11978.0,2197.0,2.leftright,5,CW
3514,-9581.0,-2907.0,-4930.0,2583.0,11136.0,2712.0,2.leftright,5,CW
3515,-11625.0,-1844.0,-4789.0,2819.0,9917.0,3560.0,2.leftright,5,CW
3516,-14190.0,-555.0,-4237.0,2880.0,8420.0,4179.0,2.leftright,5,CW
3517,-16647.0,787.0,-3436.0,2493.0,6496.0,3945.0,2.leftright,5,CW
3518,-18248.0,1912.0,-2861.0,1604.0,4236.0,2680.0,2.leftright,5,CW
3519,-18728.0,2407.0,-2304.0,1054.0,1770.0,1245.0,2.leftright,5,CW
3520,-17745.0,2503.0,-1810.0,704.0,-744.0,-125.0,2.leftright,5,CW
3521,-15334.0,2449.0,-1660.0,-51.0,-3107.0,-1494.0,2.leftright,5,CW
3522,-12854.0,2054.0,-1639.0,-1100.0,-4966.0,-2395.0,2.leftright,5,CW
3523,-10963.0,1267.0,-1646.0,-1969.0,-6545.0,-3024.0,2.leftright,5,CW
3524,-9294.0,488.0,-2087.0,-2817.0,-8294.0,-3333.0,2.leftright,5,CW
3525,-7654.0,-321.0,-2905.0,-3627.0,-9964.0,-2945.0,2.leftright,5,CW
3526,-6016.0,-1349.0,-3591.0,-4279.0,-11131.0,-1946.0,2.leftright,5,CW
3527,-4736.0,-2393.0,-4127.0,-4528.0,-11891.0,-979.0,2.leftright,5,CW
3528,-3947.0,-3065.0,-4526.0,-4454.0,-12329.0,-521.0,2.leftright,5,CW
3529,-3287.0,-3373.0,-4628.0,-4119.0,-12636.0,-582.0,2.leftright,5,CW
3530,-2379.0,-3399.0,-4518.0,-3529.0,-13111.0,-919.0,2.leftright,5,CW
3531,-804.0,-3347.0,-4667.0,-3038.0,-13565.0,-1650.0,2.leftright,5,CW
3532,1373.0,-4028.0,-4942.0,-2939.0,-13389.0,-2572.0,2.leftright,5,CW
3533,4172.0,-5206.0,-5061.0,-3020.0,-12867.0,-2920.0,2.leftright,5,CW
3534,7731.0,-6315.0,-4927.0,-3058.0,-12255.0,-2406.0,2.leftright,5,CW
3535,11145.0,-7288.0,-4431.0,-2921.0,-11118.0,-1419.0,2.leftright,5,CW
3536,13553.0,-8140.0,-3584.0,-2212.0,-9224.0,-334.0,2.leftright,5,CW
3537,14571.0,-8328.0,-2784.0,-1289.0,-6984.0,284.0,2.leftright,5,CW
3538,14730.0,-7972.0,-2151.0,-600.0,-4813.0,383.0,2.leftright,5,CW
3539,14847.0,-7580.0,-1562.0,-231.0,-2887.0,560.0,2.leftright,5,CW
3540,14794.0,-7339.0,-1367.0,4.0,-1166.0,975.0,2.leftright,5,CW
3541,14221.0,-6957.0,-1203.0,293.0,463.0,1435.0,2.leftright,5,CW
3542,13042.0,-6353.0,-1240.0,674.0,2010.0,1576.0,2.leftright,5,CW
3543,11721.0,-5531.0,-1674.0,1051.0,3546.0,1467.0,2.leftright,5,CW
3544,10119.0,-4789.0,-2132.0,1191.0,5205.0,1596.0,2.leftright,5,CW
3545,8049.0,-4421.0,-2328.0,1275.0,6722.0,1788.0,2.leftright,5,CW
3546,6461.0,-4143.0,-2497.0,1419.0,7812.0,1311.0,2.leftright,5,CW
3547,5385.0,-4012.0,-2781.0,1547.0,8683.0,347.0,2.leftright,5,CW
3548,4277.0,-3943.0,-3113.0,1557.0,9420.0,-427.0,2.leftright,5,CW
3549,2866.0,-3856.0,-3350.0,1459.0,9948.0,-766.0,2.leftright,5,CW
3550,1556.0,-3761.0,-3482.0,1325.0,10206.0,-719.0,2.leftright,5,CW
3551,519.0,-3776.0,-3708.0,1210.0,10230.0,-401.0,2.leftright,5,CW
3552,-710.0,-4029.0,-4071.0,1126.0,10255.0,-266.0,2.leftright,5,CW
3553,-2058.0,-4486.0,-4211.0,1191.0,10383.0,-491.0,2.leftright,5,CW
3554,-3183.0,-4520.0,-4062.0,1403.0,10479.0,-441.0,2.leftright,5,CW
3555,-4369.0,-4102.0,-3705.0,1532.0,10475.0,306.0,2.leftright,5,CW
3556,-5834.0,-3633.0,-3243.0,1455.0,10219.0,1193.0,2.leftright,5,CW
3557,-7476.0,-3359.0,-2933.0,1350.0,9572.0,1780.0,2.leftright,5,CW
3558,-9165.0,-3017.0,-2933.0,1429.0,8684.0,2151.0,2.leftright,5,CW
3559,-11477.0,-2325.0,-2842.0,1576.0,7756.0,2365.0,2.leftright,5,CW
3560,-14177.0,-1531.0,-2531.0,1680.0,6542.0,1995.0,2.leftright,5,CW
3561,-15897.0,-742.0,-1990.0,1611.0,4919.0,1350.0,2.leftright,5,CW
3562,-16452.0,-29.0,-1315.0,1562.0,2997.0,834.0,2.leftright,5,CW
3563,-16340.0,634.0,-746.0,1693.0,1009.0,176.0,2.leftright,5,CW
3564,-15498.0,1133.0,-374.0,1504.0,-938.0,-577.0,2.leftright,5,CW
3565,-13939.0,1285.0,-273.0,965.0,-2903.0,-952.0,2.leftright,5,CW
3566,-11909.0,1083.0,-493.0,166.0,-4727.0,-1207.0,2.leftright,5,CW
3567,-9769.0,349.0,-995.0,-688.0,-6216.0,-1386.0,2.leftright,5,CW
3568,-8043.0,-683.0,-1500.0,-1394.0,-7442.0,-1165.0,2.leftright,5,CW
3569,-6928.0,-1697.0,-2093.0,-1856.0,-8648.0,-803.0,2.leftright,5,CW
3570,-5820.0,-2490.0,-2873.0,-2156.0,-9699.0,-428.0,2.leftright,5,CW
3571,-4726.0,-3005.0,-3452.0,-2314.0,-10432.0,232.0,2.leftright,5,CW
3572,-4060.0,-3191.0,-3765.0,-2484.0,-10927.0,672.0,2.leftright,5,CW
3573,-3652.0,-3313.0,-4021.0,-2632.0,-11329.0,507.0,2.leftright,5,CW
3574,-2599.0,-3555.0,-4231.0,-2718.0,-11851.0,175.0,2.leftright,5,CW
3575,-494.0,-3878.0,-4240.0,-2809.0,-12346.0,-68.0,2.leftright,5,CW
3576,2116.0,-4803.0,-4585.0,-3019.0,-12580.0,-321.0,2.leftright,5,CW
3577,4938.0,-6287.0,-4948.0,-2863.0,-12339.0,-238.0,2.leftright,5,CW
3578,7592.0,-7394.0,-4844.0,-2478.0,-11460.0,345.0,2.leftright,5,CW
3579,9838.0,-8021.0,-4246.0,-2290.0,-10011.0,751.0,2.leftright,5,CW
3580,11710.0,-8493.0,-3331.0,-1787.0,-8177.0,523.0,2.leftright,5,CW
3581,13065.0,-8674.0,-2685.0,-954.0,-6320.0,-195.0,2.leftright,5,CW
3582,13962.0,-8396.0,-2168.0,-273.0,-4442.0,-583.0,2.leftright,5,CW
