sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
3300,19412.0,-10396.0,-4461.0,-1187.0,-7252.0,-3173.0
3301,21472.0,-10343.0,-2973.0,-23.0,-4229.0,-2912.0
3302,22684.0,-10072.0,-1897.0,753.0,-1202.0,-2489.0
3303,22422.0,-9339.0,-1650.0,1288.0,1729.0,-1481.0
3304,20021.0,-8122.0,-1896.0,1799.0,4363.0,331.0
3305,16825.0,-6826.0,-2599.0,2088.0,6444.0,2167.0
3306,13499.0,-5565.0,-3653.0,2246.0,8091.0,3500.0
3307,10390.0,-4351.0,-4659.0,2596.0,9513.0,4131.0
3308,7461.0,-3512.0,-5634.0,2993.0,11109.0,3460.0
3309,4500.0,-2912.0,-6220.0,3470.0,12609.0,2054.0
3310,1681.0,-2294.0,-6410.0,3757.0,13512.0,833.0
3311,-592.0,-2169.0,-6429.0,3481.0,13760.0,77.0
3312,-2452.0,-2730.0,-6583.0,3080.0,13497.0,-138.0
3313,-3710.0,-3348.0,-6384.0,2848.0,13160.0,-124.0
3314,-4557.0,-3332.0,-5377.0,2639.0,12880.0,8.0
3315,-5558.0,-2980.0,-4387.0,2704.0,12504.0,203.0
3316,-6728.0,-2862.0,-3768.0,2748.0,11997.0,327.0
3317,-8329.0,-2499.0,-3583.0,2795.0,11349.0,474.0
3318,-11022.0,-1940.0,-3792.0,2854.0,10581.0,921.0
3319,-14362.0,-1116.0,-3940.0,2746.0,9432.0,1713.0
3320,-17248.0,165.0,-3486.0,2377.0,7919.0,2572.0
3321,-19294.0,1410.0,-2673.0,1993.0,6004.0,2902.0
3322,-20243.0,2063.0,-1892.0,1386.0,3728.0,2469.0
3323,-19852.0,2239.0,-1473.0,923.0,1157.0,1441.0
3324,-18248.0,2401.0,-1217.0,628.0,-1496.0,315.0
3325,-16034.0,2573.0,-1102.0,47.0,-3898.0,-772.0
3326,-13445.0,2437.0,-1109.0,-755.0,-5831.0,-1867.0
3327,-11054.0,1935.0,-1500.0,-1655.0,-7418.0,-2673.0
3328,-9270.0,987.0,-2215.0,-2556.0,-8763.0,-2994.0
3329,-7570.0,-141.0,-3037.0,-3365.0,-10138.0,-3065.0
3330,-5824.0,-1170.0,-4123.0,-3897.0,-11476.0,-3032.0
3331,-4534.0,-2122.0,-5378.0,-4074.0,-12381.0,-2988.0
3332,-3546.0,-2959.0,-6565.0,-3985.0,-12827.0,-3178.0
3333,-2396.0,-3502.0,-7180.0,-3636.0,-13245.0,-3410.0
3334,-400.0,-3754.0,-7371.0,-3173.0,-13863.0,-3946.0
3335,3181.0,-4740.0,-7412.0,-2897.0,-14242.0,-4899.0
3336,7101.0,-6961.0,-7898.0,-2704.0,-14022.0,-5713.0
3337,10078.0,-8759.0,-8125.0,-2023.0,-13167.0,-5337.0
3338,12968.0,-8679.0,-6957.0,-938.0,-12068.0,-3550.0
3339,16362.0,-8035.0,-4745.0,123.0,-10493.0,-1704.0
3340,18964.0,-7249.0,-2920.0,854.0,-8294.0,-715.0
3341,19985.0,-6609.0,-1726.0,1269.0,-5446.0,-626.0
3342,20158.0,-5984.0,-650.0,1477.0,-2667.0,-453.0
3343,20099.0,-4884.0,275.0,1605.0,-407.0,724.0
3344,18925.0,-3695.0,669.0,1398.0,1832.0,2274.0
3345,16249.0,-3103.0,189.0,925.0,4127.0,3318.0
3346,13358.0,-2986.0,-994.0,460.0,5907.0,4128.0
3347,10991.0,-2839.0,-2093.0,232.0,7221.0,4797.0
3348,8978.0,-2682.0,-2982.0,234.0,8618.0,4536.0
3349,6869.0,-2751.0,-3852.0,461.0,10055.0,3511.0
3350,4908.0,-2796.0,-4791.0,694.0,11165.0,2500.0
3351,3068.0,-2943.0,-5331.0,853.0,11964.0,1890.0
3352,1322.0,-3051.0,-5684.0,954.0,12406.0,1611.0
3353,-448.0,-3341.0,-6128.0,890.0,12508.0,1611.0
3354,-2147.0,-3952.0,-6397.0,869.0,12471.0,1677.0
3355,-3412.0,-4385.0,-5961.0,1130.0,12306.0,1736.0
3356,-4273.0,-4222.0,-5161.0,1568.0,11989.0,1915.0
3357,-5102.0,-3833.0,-4471.0,1868.0,11656.0,2288.0
3358,-6175.0,-3630.0,-4103.0,1972.0,11253.0,2929.0
3359,-7962.0,-3294.0,-4080.0,2153.0,10802.0,3629.0
3360,-10958.0,-2552.0,-4252.0,2504.0,10324.0,4150.0
3361,-14868.0,-1052.0,-4135.0,2910.0,9352.0,4232.0
3362,-18649.0,826.0,-3467.0,2973.0,7581.0,3696.0
3363,-20788.0,2529.0,-2836.0,2502.0,4965.0,2870.0
3364,-20933.0,3697.0,-2031.0,1618.0,2038.0,1917.0
3365,-19448.0,3875.0,-1292.0,712.0,-658.0,101.0
3366,-16833.0,3339.0,-1262.0,-77.0,-3047.0,-1998.0
3367,-14238.0,2584.0,-1655.0,-973.0,-5238.0,-2949.0
3368,-11628.0,1849.0,-2037.0,-1818.0,-7268.0,-3058.0
3369,-9107.0,1036.0,-2412.0,-2539.0,-8797.0,-3204.0
3370,-7446.0,83.0,-3240.0,-3124.0,-9820.0,-3395.0
3371,-6419.0,-1076.0,-4396.0,-3574.0,-10699.0,-3490.0
3372,-5360.0,-2257.0,-5546.0,-3852.0,-11570.0,-3298.0
3373,-4227.0,-3060.0,-6394.0,-4012.0,-12398.0,-2585.0
3374,-3348.0,-3650.0,-7026.0,-4080.0,-13132.0,-1891.0
3375,-2423.0,-3927.0,-7466.0,-4007.0,-13741.0,-1488.0
3376,-1045.0,-4092.0,-7776.0,-3916.0,-14327.0,-1363.0
3377,1044.0,-4443.0,-7954.0,-3728.0,-14651.0,-1621.0
3378,3264.0,-5129.0,-8013.0,-3395.0,-14395.0,-1855.0
3379,4948.0,-5887.0,-7957.0,-3019.0,-13851.0,-1987.0
3380,7295.0,-6326.0,-7443.0,-2395.0,-13244.0,-2123.0
3381,10906.0,-6560.0,-6242.0,-1615.0,-12319.0,-2327.0
3382,15029.0,-7115.0,-4587.0,-1003.0,-10496.0,-3048.0
3383,18030.0,-7774.0,-3274.0,-489.0,-7893.0,-3961.0
3384,19756.0,-8160.0,-2246.0,255.0,-5005.0,-4251.0
3385,20897.0,-7593.0,-981.0,1150.0,-2320.0,-3186.0
3386,21183.0,-6525.0,49.0,1606.0,229.0,-1283.0
3387,19342.0,-5720.0,372.0,1623.0,2866.0,374.0
3388,16190.0,-5018.0,-359.0,1418.0,4917.0,1851.0
3389,13417.0,-4524.0,-1587.0,1103.0,6286.0,3705.0
3390,10892.0,-4130.0,-2649.0,1042.0,7392.0,5398.0
3391,8508.0,-3577.0,-3700.0,1327.0,8732.0,5522.0
3392,6425.0,-3251.0,-4400.0,1774.0,10223.0,4184.0
3393,4516.0,-2889.0,-5058.0,2268.0,11481.0,2637.0
3394,2575.0,-2745.0,-5523.0,2625.0,12488.0,1470.0
3395,832.0,-2736.0,-5817.0,2867.0,13075.0,731.0
3396,-922.0,-2935.0,-6203.0,2884.0,13277.0,400.0
3397,-2639.0,-3535.0,-6440.0,2713.0,13268.0,487.0
3398,-3745.0,-3966.0,-5904.0,2573.0,12928.0,1150.0
3399,-4464.0,-3773.0,-5243.0,2652.0,12433.0,1821.0
3400,-5598.0,-3490.0,-4879.0,2910.0,12051.0,2241.0
3401,-7311.0,-3067.0,-4676.0,3244.0,11564.0,2603.0
3402,-9678.0,-2369.0,-4603.0,3446.0,10936.0,3000.0
3403,-13022.0,-1356.0,-4521.0,3592.0,9941.0,3288.0
3404,-16159.0,116.0,-4074.0,3800.0,8378.0,3163.0
3405,-18530.0,1549.0,-3439.0,3791.0,6328.0,2585.0
3406,-19860.0,2614.0,-2649.0,3421.0,3986.0,1525.0
3407,-19701.0,3252.0,-1976.0,2734.0,1412.0,17.0
3408,-18202.0,3369.0,-1600.0,1730.0,-1353.0,-1328.0
3409,-15589.0,3187.0,-1488.0,472.0,-4012.0,-2001.0
3410,-13034.0,2749.0,-1463.0,-972.0,-6342.0,-2220.0
3411,-10586.0,2228.0,-1905.0,-2330.0,-8282.0,-2466.0
3412,-8480.0,1092.0,-2548.0,-3525.0,-9753.0,-2601.0
3413,-6929.0,-266.0,-3422.0,-4422.0,-11105.0,-2659.0
3414,-5701.0,-1330.0,-4423.0,-4843.0,-12258.0,-2665.0
3415,-4303.0,-2084.0,-5261.0,-4941.0,-13211.0,-2524.0
3416,-2828.0,-2836.0,-5889.0,-4894.0,-13768.0,-2393.0
3417,-1454.0,-3692.0,-6160.0,-4441.0,-14010.0,-2428.0
3418,416.0,-4177.0,-6261.0,-3624.0,-14200.0,-2658.0
3419,2921.0,-4726.0,-6463.0,-3512.0,-14128.0,-3065.0
3420,5699.0,-6149.0,-6528.0,-3938.0,-13365.0,-3617.0
3421,8441.0,-7977.0,-6156.0,-3543.0,-12261.0,-4033.0
3422,11614.0,-9074.0,-5288.0,-2302.0,-11079.0,-3863.0
3423,14944.0,-9327.0,-4107.0,-827.0,-9366.0,-3396.0
3424,16865.0,-8685.0,-2752.0,508.0,-6986.0,-2718.0
3425,17401.0,-7883.0,-1490.0,1289.0,-4491.0,-1895.0
3426,17661.0,-6777.0,-619.0,1669.0,-2367.0,-1070.0
3427,17580.0,-5555.0,-144.0,1732.0,-387.0,101.0
3428,16196.0,-4697.0,-224.0,1519.0,1627.0,1522.0
3429,13916.0,-4311.0,-720.0,1266.0,3436.0,2608.0
3430,11886.0,-3905.0,-1405.0,1183.0,4851.0,3326.0
3431,10051.0,-3496.0,-2062.0,1114.0,6111.0,3811.0
3432,8190.0,-3280.0,-2668.0,1110.0,7318.0,3656.0
3433,6625.0,-3363.0,-3160.0,1153.0,8435.0,2870.0
3434,5368.0,-3506.0,-3681.0,1326.0,9313.0,2028.0
3435,3986.0,-3510.0,-4227.0,1583.0,10088.0,1460.0
3436,2376.0,-3497.0,-4704.0,1728.0,10775.0,905.0
3437,464.0,-3748.0,-5015.0,1713.0,11220.0,534.0
3438,-1421.0,-4095.0,-5124.0,1709.0,11235.0,525.0
3439,-2822.0,-4151.0,-4972.0,1512.0,10987.0,975.0
3440,-3722.0,-3811.0,-4266.0,1484.0,10826.0,1640.0
3441,-4693.0,-3061.0,-3318.0,1517.0,10682.0,1905.0
3442,-6524.0,-2287.0,-2748.0,1377.0,10249.0,1671.0
3443,-9233.0,-1979.0,-2767.0,1124.0,9393.0,1226.0
3444,-12158.0,-1837.0,-2879.0,520.0,8172.0,1011.0
3445,-14936.0,-1447.0,-2779.0,-174.0,6463.0,1525.0
3446,-17207.0,-862.0,-2238.0,-514.0,4368.0,2400.0
3447,-18288.0,-23.0,-1360.0,-218.0,2364.0,2098.0
3448,-18229.0,720.0,-575.0,430.0,864.0,231.0
3449,-17173.0,970.0,-278.0,773.0,-437.0,-1951.0
3450,-15090.0,623.0,-463.0,605.0,-2001.0,-3256.0
3451,-12452.0,273.0,-631.0,-32.0,-3936.0,-3124.0
3452,-9967.0,93.0,-971.0,-685.0,-5866.0,-2294.0
3453,-8206.0,-512.0,-1539.0,-1242.0,-7245.0,-1649.0
3454,-6928.0,-1326.0,-2200.0,-1778.0,-8350.0,-1368.0
3455,-5869.0,-2030.0,-2944.0,-2095.0,-9345.0,-1470.0
3456,-5020.0,-2508.0,-3655.0,-2089.0,-10072.0,-1700.0
3457,-4422.0,-2797.0,-4209.0,-1914.0,-10647.0,-1969.0
3458,-3664.0,-2916.0,-4856.0,-1981.0,-11265.0,-2241.0
3459,-2729.0,-3320.0,-5544.0,-2223.0,-11996.0,-2079.0
3460,-1394.0,-3856.0,-6140.0,-2263.0,-12840.0,-1604.0
3461,900.0,-4061.0,-6388.0,-2190.0,-13542.0,-1199.0
3462,3751.0,-4613.0,-6351.0,-2265.0,-13517.0,-1252.0
3463,6353.0,-5361.0,-6363.0,-2105.0,-12936.0,-1741.0
3464,8588.0,-6005.0,-5972.0,-1467.0,-11852.0,-2282.0
3465,11263.0,-6266.0,-4863.0,-663.0,-10495.0,-2472.0
3466,14201.0,-6217.0,-3658.0,-88.0,-9019.0,-2441.0
3467,16546.0,-6163.0,-2749.0,404.0,-6992.0,-2523.0
3468,18164.0,-6213.0,-1917.0,756.0,-4486.0,-2619.0
3469,19127.0,-5954.0,-1248.0,1058.0,-1976.0,-2333.0
3470,19132.0,-5218.0,-1009.0,1212.0,510.0,-1570.0
3471,17743.0,-4607.0,-1120.0,1052.0,2974.0,-477.0
3472,15172.0,-4164.0,-1624.0,823.0,4999.0,880.0
3473,12579.0,-3684.0,-2349.0,763.0,6473.0,2230.0
3474,10315.0,-3081.0,-3018.0,877.0,7454.0,3482.0
3475,8324.0,-2688.0,-3663.0,1325.0,8261.0,4064.0
3476,6621.0,-2530.0,-4354.0,1666.0,9256.0,3721.0
3477,5042.0,-2485.0,-4880.0,1494.0,10373.0,2827.0
3478,3223.0,-2701.0,-5351.0,1346.0,11347.0,1531.0
3479,1350.0,-3247.0,-5845.0,1350.0,12109.0,-37.0
3480,-336.0,-3815.0,-6016.0,1314.0,12532.0,-835.0
3481,-1674.0,-3886.0,-5684.0,1055.0,12547.0,-490.0
3482,-2684.0,-3632.0,-5091.0,726.0,12388.0,250.0
3483,-3674.0,-3368.0,-4396.0,467.0,12229.0,926.0
3484,-4687.0,-3219.0,-3735.0,171.0,11919.0,1637.0
3485,-5470.0,-3207.0,-3384.0,-105.0,11205.0,2363.0
3486,-6240.0,-3405.0,-3344.0,-127.0,10194.0,3006.0
3487,-7769.0,-3674.0,-3493.0,311.0,9362.0,2846.0
3488,-9963.0,-3968.0,-3775.0,896.0,8738.0,1927.0
3489,-12323.0,-3831.0,-3657.0,1465.0,7723.0,1651.0
3490,-14598.0,-2679.0,-3052.0,1995.0,6436.0,2129.0
3491,-16722.0,-969.0,-1980.0,2268.0,5009.0,2206.0
3492,-18436.0,133.0,-842.0,2196.0,3283.0,1109.0
3493,-18822.0,498.0,-358.0,1997.0,1073.0,-674.0
3494,-17686.0,354.0,-508.0,1644.0,-1328.0,-1829.0
3495,-15596.0,44.0,-847.0,854.0,-3545.0,-2154.0
3496,-13244.0,-184.0,-1404.0,14.0,-5552.0,-2330.0
3497,-10998.0,-606.0,-2165.0,-371.0,-7204.0,-2708.0
3498,-9138.0,-1617.0,-3068.0,-607.0,-8745.0,-3039.0
3499,-7617.0,-2625.0,-4315.0,-732.0,-10509.0,-3056.0
3500,-6419.0,-3191.0,-5296.0,-817.0,-11836.0,-2866.0
3501,-5165.0,-3385.0,-5858.0,-1001.0,-12776.0,-2480.0
3502,-3569.0,-3414.0,-6328.0,-1078.0,-13616.0,-1819.0
3503,-2347.0,-3514.0,-6808.0,-1127.0,-14241.0,-1043.0
3504,-1692.0,-3634.0,-7197.0,-1257.0,-14746.0,-684.0
3505,-727.0,-3538.0,-7280.0,-1248.0,-15238.0,-720.0
3506,1346.0,-3344.0,-7234.0,-1131.0,-15640.0,-963.0
3507,4111.0,-3587.0,-7390.0,-1263.0,-15565.0,-1402.0
3508,7023.0,-4536.0,-7410.0,-1333.0,-15111.0,-1848.0
3509,10422.0,-5546.0,-6803.0,-1118.0,-14151.0,-1981.0
3510,14065.0,-6039.0,-5844.0,-657.0,-12655.0,-2203.0
3511,17049.0,-6322.0,-4625.0,92.0,-10335.0,-2723.0
3512,19060.0,-6510.0,-3267.0,896.0,-7588.0,-3358.0
3513,20175.0,-5851.0,-2194.0,1632.0,-5145.0,-3381.0
3514,21732.0,-4811.0,-1057.0,2119.0,-2777.0,-2880.0
3515,22088.0,-3394.0,-852.0,2214.0,220.0,-2302.0
3516,19574.0,-2797.0,-1224.0,1719.0,3757.0,-1146.0
3517,15551.0,-2879.0,-1908.0,978.0,6472.0,646.0
3518,12338.0,-2545.0,-2303.0,579.0,7949.0,2646.0
3519,10077.0,-1533.0,-2665.0,525.0,8775.0,4528.0
3520,7903.0,-887.0,-3040.0,248.0,9700.0,5328.0
3521,5719.0,-945.0,-3348.0,-146.0,10705.0,4549.0
3522,3557.0,-1685.0,-3933.0,-440.0,11466.0,2700.0
3523,1674.0,-2966.0,-4757.0,-559.0,11932.0,886.0
3524,167.0,-3879.0,-5307.0,-249.0,12092.0,170.0
3525,-1387.0,-4237.0,-5467.0,55.0,12222.0,206.0
3526,-2867.0,-4534.0,-5189.0,33.0,12309.0,97.0
3527,-3958.0,-4428.0,-4787.0,240.0,11890.0,168.0
3528,-4720.0,-4019.0,-4382.0,330.0,11357.0,785.0
3529,-5561.0,-4169.0,-4145.0,157.0,10858.0,1553.0
3530,-6609.0,-4659.0,-4044.0,80.0,10157.0,2434.0
3531,-7855.0,-4850.0,-4072.0,71.0,9308.0,3622.0
3532,-9498.0,-4556.0,-4028.0,263.0,8449.0,4720.0
3533,-11746.0,-3637.0,-3706.0,490.0,7804.0,5267.0
3534,-14484.0,-2172.0,-3000.0,743.0,6995.0,4971.0
3535,-16882.0,-434.0,-1868.0,1216.0,5499.0,3700.0
3536,-17910.0,1442.0,-681.0,1517.0,3707.0,1818.0
3537,-17577.0,2721.0,85.0,1323.0,1931.0,88.0
3538,-16111.0,2906.0,429.0,841.0,-188.0,-1165.0
3539,-13836.0,2504.0,125.0,-107.0,-2901.0,-1869.0
3540,-11594.0,1771.0,-849.0,-1480.0,-5285.0,-2159.0
3541,-9954.0,647.0,-1697.0,-2538.0,-6871.0,-2244.0
3542,-8841.0,-110.0,-2559.0,-3251.0,-8365.0,-2532.0
3543,-7890.0,-464.0,-3430.0,-3679.0,-9750.0,-2948.0
3544,-7160.0,-716.0,-4294.0,-4014.0,-11131.0,-3275.0
3545,-6313.0,-1057.0,-5161.0,-4385.0,-12498.0,-3747.0
3546,-4752.0,-1769.0,-5861.0,-4093.0,-13659.0,-4469.0
3547,-3000.0,-2738.0,-6593.0,-3206.0,-14688.0,-4721.0
3548,-1429.0,-3646.0,-7528.0,-2256.0,-15411.0,-4522.0
3549,466.0,-4184.0,-8037.0,-1343.0,-15375.0,-3954.0
3550,3133.0,-4748.0,-7826.0,-1028.0,-15031.0,-3046.0
3551,6594.0,-5738.0,-7697.0,-1116.0,-14384.0,-2276.0
3552,10588.0,-6998.0,-7134.0,-1089.0,-13429.0,-1627.0
3553,14931.0,-7568.0,-5743.0,-671.0,-12038.0,-928.0
3554,18457.0,-7305.0,-4326.0,130.0,-10041.0,-67.0
3555,20755.0,-6990.0,-3278.0,651.0,-7519.0,331.0
3556,22461.0,-6676.0,-2459.0,873.0,-4748.0,12.0
3557,23226.0,-6744.0,-2240.0,835.0,-1538.0,-610.0
3558,21226.0,-7319.0,-2548.0,698.0,2085.0,-433.0
3559,16928.0,-6969.0,-2865.0,999.0,4817.0,1323.0
3560,13247.0,-5589.0,-3118.0,1377.0,6549.0,3508.0
3561,10380.0,-4394.0,-3276.0,1735.0,7850.0,4719.0
3562,7921.0,-3800.0,-3838.0,1987.0,8958.0,4408.0
3563,5990.0,-3822.0,-4525.0,2200.0,10087.0,3005.0
3564,4510.0,-3754.0,-5011.0,2482.0,11127.0,1382.0
3565,3294.0,-3489.0,-5214.0,2660.0,12010.0,-294.0
3566,2298.0,-3250.0,-5267.0,2663.0,12757.0,-1643.0
3567,1319.0,-3113.0,-5286.0,2486.0,13233.0,-2242.0
3568,219.0,-3062.0,-5385.0,2111.0,13322.0,-2090.0
3569,-871.0,-2924.0,-5218.0,1848.0,13098.0,-1204.0
3570,-1858.0,-2375.0,-4816.0,1716.0,12761.0,-97.0
3571,-3125.0,-2027.0,-4333.0,1406.0,12414.0,558.0
3572,-4522.0,-2138.0,-3791.0,1048.0,11777.0,803.0
3573,-5401.0,-2187.0,-3254.0,811.0,10912.0,776.0
3574,-5995.0,-2348.0,-3102.0,539.0,9948.0,698.0
3575,-6832.0,-2613.0,-2996.0,191.0,9071.0,1024.0
3576,-8186.0,-2511.0,-2684.0,-96.0,8347.0,1403.0
3577,-10085.0,-2318.0,-2539.0,-496.0,7479.0,1538.0
3578,-12273.0,-2256.0,-2357.0,-965.0,6283.0,1803.0
3579,-14238.0,-2013.0,-2012.0,-1120.0,4817.0,1785.0
3580,-15465.0,-1689.0,-1546.0,-922.0,3240.0,1154.0
3581,-15726.0,-1240.0,-1137.0,-624.0,1753.0,435.0
3582,-15249.0,-978.0,-857.0,-521.0,299.0,-212.0
3583,-14125.0,-972.0,-716.0,-549.0,-1368.0,-777.0
3584,-12585.0,-940.0,-761.0,-677.0,-3166.0,-1138.0
3585,-11038.0,-861.0,-946.0,-994.0,-4734.0,-1452.0
3586,-9650.0,-923.0,-1236.0,-1350.0,-6068.0,-1763.0
3587,-8584.0,-1286.0,-1842.0,-1742.0,-7334.0,-1960.0
3588,-7596.0,-1984.0,-2560.0,-2164.0,-8546.0,-1659.0
3589,-6769.0,-2685.0,-3179.0,-2444.0,-9756.0,-1028.0
3590,-5985.0,-3137.0,-3879.0,-2476.0,-10976.0,-584.0
3591,-5157.0,-3570.0,-4597.0,-2477.0,-11977.0,-216.0
3592,-4363.0,-4177.0,-5319.0,-2530.0,-12716.0,-126.0
3593,-3421.0,-4462.0,-6054.0,-2394.0,-13252.0,-458.0
3594,-2332.0,-4570.0,-6552.0,-2075.0,-13421.0,-1174.0
3595,-943.0,-4894.0,-6933.0,-1703.0,-13498.0,-2171.0
3596,1423.0,-5316.0,-7201.0,-1197.0,-13643.0,-2983.0
3597,4690.0,-5924.0,-7427.0,-631.0,-13547.0,-3413.0
3598,8126.0,-6335.0,-7523.0,-105.0,-13075.0,-3401.0
3599,11329.0,-6569.0,-6945.0,327.0,-11962.0,-2922.0
3600,14062.0,-6569.0,-5928.0,915.0,-10383.0,-2537.0
3601,16346.0,-6109.0,-4937.0,1697.0,-8514.0,-2687.0
3602,17581.0,-5533.0,-4024.0,2279.0,-6417.0,-3508.0
3603,18392.0,-4903.0,-3194.0,2522.0,-4484.0,-4300.0
3604,19048.0,-3875.0,-2493.0,2700.0,-2673.0,-3964.0
3605,19444.0,-2640.0,-1934.0,2568.0,-335.0,-2775.0
3606,18370.0,-1871.0,-1841.0,1849.0,2733.0,-1050.0
3607,14601.0,-2193.0,-2444.0,937.0,5468.0,1311.0
3608,11090.0,-2519.0,-3002.0,461.0,6908.0,3448.0
3609,9686.0,-1978.0,-3181.0,521.0,7518.0,4850.0
3610,8951.0,-1412.0,-3667.0,597.0,8387.0,5293.0
3611,7780.0,-1592.0,-4271.0,490.0,9991.0,4413.0
3612,6288.0,-2111.0,-4872.0,426.0,11780.0,2505.0
3613,4812.0,-2399.0,-5383.0,445.0,13289.0,649.0
3614,3477.0,-2564.0,-5981.0,378.0,14471.0,-572.0
3615,1925.0,-3231.0,-6764.0,233.0,15328.0,-1070.0
3616,-131.0,-4146.0,-7269.0,200.0,15831.0,-427.0
3617,-2071.0,-4474.0,-7473.0,-207.0,15922.0,1189.0
3618,-3585.0,-4490.0,-7284.0,-792.0,15716.0,3464.0
3619,-4833.0,-4268.0,-6777.0,-988.0,15441.0,6121.0
3620,-6118.0,-4166.0,-6270.0,-773.0,14765.0,7863.0
3621,-7419.0,-4050.0,-6045.0,442.0,13799.0,7666.0
3622,-8687.0,-3558.0,-5818.0,1906.0,13017.0,6403.0
3623,-9936.0,-2980.0,-5390.0,2846.0,12262.0,5027.0
3624,-11316.0,-2265.0,-5121.0,3426.0,11286.0,4041.0
3625,-13250.0,-1511.0,-4965.0,3725.0,9899.0,3394.0
3626,-15327.0,-606.0,-4707.0,3749.0,8242.0,2788.0
3627,-17003.0,756.0,-3938.0,3486.0,6363.0,2047.0
3628,-18031.0,2264.0,-2941.0,3093.0,4228.0,721.0
3629,-18455.0,3076.0,-2075.0,2640.0,1879.0,-1044.0
3630,-17822.0,3085.0,-1665.0,1957.0,-969.0,-2875.0
3631,-15617.0,2825.0,-1997.0,917.0,-4125.0,-4014.0
3632,-13013.0,2033.0,-2573.0,-265.0,-6729.0,-4075.0
3633,-11130.0,746.0,-3189.0,-1329.0,-8705.0,-4282.0
3634,-9626.0,-398.0,-4127.0,-1953.0,-10546.0,-4504.0
3635,-8398.0,-1318.0,-4902.0,-2084.0,-12183.0,-4276.0
3636,-7027.0,-1896.0,-5601.0,-2068.0,-13652.0,-4123.0
3637,-5809.0,-2066.0,-6221.0,-2011.0,-14816.0,-4152.0
3638,-4999.0,-2327.0,-6846.0,-1972.0,-15692.0,-4309.0
3639,-4129.0,-2808.0,-7596.0,-2024.0,-16581.0,-4282.0
3640,-3171.0,-3348.0,-8510.0,-1892.0,-17545.0,-3849.0
3641,-1750.0,-3562.0,-9222.0,-1467.0,-18303.0,-3016.0
3642,-48.0,-3393.0,-9549.0,-1016.0,-18553.0,-1864.0
3643,1191.0,-3409.0,-9781.0,-770.0,-18377.0,-1445.0
3644,2718.0,-3738.0,-9600.0,-582.0,-17931.0,-2164.0
3645,5572.0,-3785.0,-9343.0,-152.0,-17751.0,-3448.0
3646,10099.0,-3795.0,-8772.0,355.0,-17270.0,-4456.0
3647,15024.0,-4599.0,-7880.0,586.0,-15715.0,-5361.0
3648,18354.0,-5651.0,-7090.0,1124.0,-13165.0,-6649.0
3649,20731.0,-5666.0,-5783.0,2330.0,-10312.0,-7730.0
3650,24391.0,-3270.0,-4113.0,3585.0,-7422.0,-7471.0
3651,26693.0,-792.0,-2974.0,3432.0,-3440.0,-5231.0
3652,24854.0,-878.0,-2226.0,2092.0,1022.0,-1872.0
3653,21297.0,-1431.0,-2309.0,900.0,4322.0,1167.0
3654,17834.0,-1379.0,-2942.0,189.0,6586.0,4000.0
3655,14611.0,-1332.0,-3674.0,-243.0,8364.0,6552.0
3656,11611.0,-1200.0,-4376.0,-448.0,9971.0,7633.0
3657,9026.0,-1348.0,-4934.0,-449.0,11586.0,6837.0
3658,7043.0,-1571.0,-5547.0,-386.0,12937.0,5073.0
3659,5477.0,-1680.0,-6279.0,-453.0,13976.0,3562.0
3660,4107.0,-2240.0,-7087.0,-813.0,14952.0,2695.0
3661,2598.0,-3627.0,-7991.0,-1193.0,15918.0,2089.0
3662,969.0,-4906.0,-8624.0,-1113.0,16529.0,2125.0
3663,-559.0,-5372.0,-8691.0,-462.0,16604.0,2938.0
3664,-1657.0,-5095.0,-8409.0,336.0,16482.0,3667.0
3665,-2594.0,-4520.0,-7927.0,1020.0,16361.0,4094.0
3666,-3659.0,-3969.0,-7174.0,1661.0,16261.0,4467.0
3667,-4989.0,-3399.0,-6568.0,2062.0,15838.0,4576.0
3668,-6011.0,-2850.0,-6294.0,2199.0,15142.0,4527.0
3669,-6830.0,-2687.0,-6213.0,2323.0,14398.0,4774.0
3670,-7899.0,-2564.0,-6216.0,2614.0,13651.0,5400.0
3671,-9670.0,-2309.0,-6164.0,3082.0,12816.0,5916.0
3672,-11553.0,-1793.0,-6018.0,3608.0,11542.0,6111.0
3673,-13176.0,-880.0,-5459.0,4082.0,9898.0,6280.0
3674,-14608.0,416.0,-4283.0,4547.0,8086.0,5823.0
3675,-15752.0,2219.0,-3409.0,4599.0,6210.0,3828.0
3676,-17044.0,3590.0,-2739.0,4043.0,4385.0,1362.0
3677,-17959.0,4324.0,-2062.0,3320.0,2215.0,-553.0
3678,-17774.0,4894.0,-1604.0,2493.0,-482.0,-1970.0
3679,-16903.0,5058.0,-1709.0,1287.0,-3329.0,-2820.0
3680,-15113.0,4536.0,-2360.0,-287.0,-5766.0,-3370.0
3681,-13282.0,3115.0,-3006.0,-1923.0,-7682.0,-3894.0
3682,-11772.0,1445.0,-3807.0,-3212.0,-9713.0,-4455.0
3683,-10227.0,313.0,-4806.0,-3856.0,-11812.0,-4920.0
3684,-8641.0,-392.0,-5760.0,-4143.0,-13682.0,-5148.0
3685,-7266.0,-1029.0,-6634.0,-4377.0,-15275.0,-5233.0
3686,-5861.0,-1644.0,-7606.0,-4586.0,-16668.0,-5196.0
