sequence,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
8252,-5515.0,1252.0,-1021.0,6004.0,-3812.0,711.0
8253,-5207.0,1428.0,-1076.0,5445.0,-4493.0,652.0
8254,-4790.0,1595.0,-1119.0,4933.0,-5116.0,531.0
8255,-4257.0,2022.0,-1115.0,4411.0,-5673.0,373.0
8256,-3885.0,2408.0,-1108.0,3735.0,-6072.0,119.0
8257,-3543.0,2550.0,-1170.0,3040.0,-6416.0,-231.0
8258,-2905.0,2765.0,-1292.0,2366.0,-6826.0,-537.0
8259,-2148.0,3042.0,-1358.0,1621.0,-7186.0,-733.0
8260,-1319.0,3292.0,-1430.0,845.0,-7427.0,-981.0
8261,-317.0,3412.0,-1524.0,-16.0,-7508.0,-1345.0
8262,701.0,3348.0,-1583.0,-1017.0,-7437.0,-1589.0
8263,1402.0,3083.0,-1809.0,-2075.0,-7373.0,-1545.0
8264,1771.0,2767.0,-2154.0,-3033.0,-7361.0,-1269.0
8265,2220.0,2522.0,-2356.0,-3925.0,-7457.0,-719.0
8266,3119.0,2280.0,-2402.0,-4818.0,-7501.0,-159.0
8267,4055.0,1808.0,-2375.0,-5740.0,-7158.0,89.0
8268,4790.0,1071.0,-2487.0,-6519.0,-6641.0,193.0
8269,6028.0,73.0,-2509.0,-7082.0,-5906.0,96.0
8270,6962.0,-829.0,-2519.0,-7605.0,-4938.0,102.0
8271,6999.0,-1393.0,-2577.0,-7873.0,-4031.0,560.0
8272,7531.0,-1735.0,-2434.0,-7957.0,-3318.0,1094.0
8273,8708.0,-2463.0,-2370.0,-8204.0,-2449.0,1310.0
8274,9643.0,-3641.0,-2495.0,-8386.0,-1235.0,1401.0
8275,10344.0,-4595.0,-2711.0,-8224.0,38.0,1685.0
8276,10974.0,-5552.0,-3150.0,-8043.0,1381.0,1960.0
8277,10718.0,-6656.0,-3624.0,-7952.0,2937.0,2095.0
8278,10033.0,-7371.0,-3975.0,-7506.0,4166.0,2800.0
8279,9111.0,-7545.0,-4086.0,-6940.0,5123.0,3825.0
8280,7681.0,-7446.0,-4306.0,-6439.0,5941.0,4635.0
8281,5991.0,-7645.0,-4714.0,-6080.0,6558.0,5270.0
8282,4124.0,-8368.0,-5082.0,-5705.0,7071.0,5740.0
8283,2351.0,-8956.0,-5284.0,-5060.0,7482.0,5844.0
8284,970.0,-9545.0,-5412.0,-4267.0,7913.0,5306.0
8285,-328.0,-10196.0,-5468.0,-3320.0,8372.0,4488.0
8286,-1692.0,-10666.0,-5628.0,-2346.0,8679.0,3594.0
8287,-3035.0,-11302.0,-6059.0,-1427.0,8725.0,2753.0
8288,-3941.0,-11796.0,-6230.0,-390.0,8396.0,2367.0
8289,-4734.0,-11891.0,-6375.0,760.0,7850.0,2149.0
8290,-5428.0,-12045.0,-6445.0,1893.0,7259.0,2027.0
8291,-5745.0,-11876.0,-6026.0,3044.0,6617.0,2212.0
8292,-6290.0,-10991.0,-5606.0,4281.0,5989.0,2313.0
8293,-7220.0,-9961.0,-5360.0,5337.0,5249.0,2321.0
8294,-7781.0,-8889.0,-4954.0,6090.0,4269.0,2556.0
8295,-7809.0,-7521.0,-4386.0,6900.0,3306.0,2654.0
8296,-7722.0,-6162.0,-3838.0,7673.0,2577.0,2325.0
8297,-7687.0,-4959.0,-3419.0,8252.0,2019.0,1805.0
8298,-7456.0,-3933.0,-3031.0,8642.0,1512.0,1308.0
8299,-7106.0,-3067.0,-2647.0,8903.0,981.0,1042.0
8300,-6858.0,-2201.0,-2353.0,9052.0,284.0,1077.0
8301,-6584.0,-1297.0,-2119.0,9039.0,-450.0,1168.0
8302,-6326.0,-503.0,-1948.0,8901.0,-1078.0,1133.0
8303,-6208.0,174.0,-1819.0,8636.0,-1729.0,1139.0
8304,-6071.0,778.0,-1781.0,8083.0,-2510.0,1319.0
8305,-5833.0,1103.0,-1578.0,7385.0,-3409.0,1498.0
8306,-5317.0,1313.0,-1425.0,6735.0,-4314.0,1749.0
8307,-4712.0,1701.0,-1336.0,6136.0,-5076.0,1856.0
8308,-4164.0,2058.0,-1228.0,5672.0,-5539.0,1619.0
8309,-3666.0,2405.0,-1117.0,5203.0,-5828.0,1318.0
8310,-3217.0,2869.0,-1029.0,4589.0,-6130.0,994.0
8311,-2785.0,3226.0,-933.0,3809.0,-6355.0,713.0
8312,-2051.0,3359.0,-804.0,2888.0,-6573.0,593.0
8313,-1383.0,3418.0,-759.0,1914.0,-6741.0,518.0
8314,-956.0,3498.0,-834.0,936.0,-6760.0,329.0
8315,-597.0,3397.0,-1077.0,-79.0,-6792.0,227.0
8316,45.0,3017.0,-1442.0,-1073.0,-6962.0,431.0
8317,748.0,2789.0,-1593.0,-1974.0,-7168.0,839.0
8318,1087.0,2920.0,-1657.0,-2943.0,-7310.0,1193.0
8319,1406.0,2929.0,-1756.0,-3974.0,-7227.0,1232.0
8320,1792.0,2700.0,-1869.0,-5074.0,-7076.0,1295.0
8321,2218.0,2285.0,-2047.0,-6162.0,-6910.0,1360.0
8322,2945.0,1631.0,-2320.0,-7078.0,-6587.0,1175.0
8323,3595.0,753.0,-2564.0,-7894.0,-6107.0,1014.0
8324,4333.0,-323.0,-2905.0,-8567.0,-5582.0,834.0
8325,5446.0,-1573.0,-3380.0,-8858.0,-4884.0,535.0
8326,6669.0,-2768.0,-3673.0,-8855.0,-4083.0,567.0
8327,8070.0,-3919.0,-3595.0,-8840.0,-3139.0,704.0
8328,9344.0,-5301.0,-3727.0,-8613.0,-1937.0,510.0
8329,10169.0,-6748.0,-4274.0,-8176.0,-734.0,311.0
8330,10535.0,-8210.0,-4467.0,-7812.0,549.0,653.0
8331,11031.0,-8985.0,-4356.0,-7299.0,1591.0,1414.0
8332,11090.0,-9322.0,-4239.0,-6757.0,2798.0,2025.0
8333,10257.0,-9655.0,-4244.0,-6166.0,4010.0,2628.0
8334,9224.0,-9735.0,-4360.0,-5498.0,5000.0,3334.0
8335,7999.0,-9918.0,-4555.0,-4971.0,5942.0,3937.0
8336,6291.0,-10006.0,-4801.0,-4305.0,6726.0,4422.0
8337,4596.0,-10091.0,-5081.0,-3414.0,7394.0,4354.0
8338,3212.0,-10427.0,-5337.0,-2439.0,8144.0,3703.0
8339,1615.0,-10750.0,-5598.0,-1458.0,8809.0,2910.0
8340,-82.0,-10948.0,-5964.0,-422.0,9206.0,2326.0
8341,-1293.0,-11071.0,-6155.0,541.0,9354.0,2160.0
8342,-2270.0,-11040.0,-6075.0,1396.0,9419.0,2247.0
8343,-3348.0,-10836.0,-5980.0,2282.0,9381.0,2269.0
8344,-4839.0,-10669.0,-6201.0,3224.0,9046.0,2222.0
8345,-6191.0,-10372.0,-6259.0,4133.0,8384.0,2364.0
8346,-7184.0,-9635.0,-5930.0,4993.0,7601.0,2668.0
8347,-8025.0,-8529.0,-5347.0,5998.0,6812.0,2653.0
8348,-8784.0,-7551.0,-4846.0,6825.0,6132.0,2131.0
8349,-9289.0,-6722.0,-4406.0,7427.0,5512.0,1603.0
8350,-9417.0,-5695.0,-4066.0,7868.0,4838.0,1399.0
8351,-9323.0,-4759.0,-3640.0,8196.0,4074.0,1356.0
8352,-9083.0,-3655.0,-3153.0,8602.0,3208.0,1319.0
8353,-8760.0,-2405.0,-2624.0,8873.0,2305.0,1425.0
8354,-8377.0,-1230.0,-1962.0,8897.0,1369.0,1622.0
8355,-7997.0,-182.0,-1363.0,8763.0,289.0,1520.0
8356,-7718.0,735.0,-1018.0,8506.0,-785.0,1356.0
8357,-7519.0,1396.0,-732.0,7883.0,-1812.0,1331.0
8358,-7204.0,1817.0,-525.0,7106.0,-2873.0,1448.0
8359,-6662.0,2052.0,-521.0,6508.0,-3834.0,1498.0
8360,-6159.0,2165.0,-597.0,6006.0,-4462.0,1280.0
8361,-5783.0,2278.0,-663.0,5608.0,-4974.0,1067.0
8362,-5271.0,2629.0,-621.0,5164.0,-5609.0,1025.0
8363,-4690.0,3118.0,-551.0,4558.0,-6222.0,850.0
8364,-4122.0,3435.0,-596.0,3844.0,-6684.0,512.0
8365,-3465.0,3549.0,-772.0,2982.0,-7087.0,316.0
8366,-2671.0,3484.0,-876.0,2011.0,-7430.0,229.0
8367,-1801.0,3529.0,-987.0,1106.0,-7739.0,102.0
8368,-1063.0,3481.0,-1264.0,154.0,-8014.0,70.0
8369,-339.0,3194.0,-1608.0,-797.0,-8205.0,92.0
8370,511.0,2969.0,-1868.0,-1606.0,-8226.0,33.0
8371,1140.0,2825.0,-2128.0,-2407.0,-8173.0,49.0
8372,1660.0,2584.0,-2348.0,-3231.0,-8107.0,287.0
8373,2483.0,2297.0,-2412.0,-4061.0,-7994.0,497.0
8374,3502.0,1825.0,-2474.0,-4863.0,-7494.0,424.0
8375,3869.0,1048.0,-2693.0,-5614.0,-6798.0,410.0
8376,4396.0,167.0,-2879.0,-6246.0,-6185.0,512.0
8377,5111.0,-692.0,-3013.0,-6783.0,-5552.0,873.0
8378,5130.0,-1292.0,-3131.0,-7124.0,-5026.0,1624.0
8379,5002.0,-1327.0,-3156.0,-7235.0,-4661.0,2319.0
8380,5809.0,-1477.0,-2940.0,-7477.0,-4109.0,2472.0
8381,7234.0,-2549.0,-2817.0,-8054.0,-2837.0,1649.0
8382,7932.0,-3984.0,-3261.0,-8413.0,-1499.0,638.0
8383,8273.0,-5157.0,-3656.0,-8267.0,-570.0,580.0
8384,8938.0,-6240.0,-3686.0,-8042.0,195.0,1359.0
8385,9773.0,-7415.0,-3781.0,-7820.0,964.0,2418.0
8386,10217.0,-8438.0,-3813.0,-7510.0,2088.0,3026.0
8387,9889.0,-8970.0,-3892.0,-6842.0,3478.0,3399.0
8388,8820.0,-9156.0,-3949.0,-5938.0,4742.0,3980.0
8389,7165.0,-9193.0,-3996.0,-5148.0,5748.0,4533.0
8390,5355.0,-9298.0,-4210.0,-4587.0,6396.0,4933.0
8391,3784.0,-9554.0,-4433.0,-4109.0,6826.0,5289.0
8392,2422.0,-9949.0,-4435.0,-3628.0,7318.0,5183.0
8393,1085.0,-10430.0,-4587.0,-2869.0,7872.0,4197.0
8394,-38.0,-10984.0,-4822.0,-1872.0,8439.0,2782.0
8395,-883.0,-11467.0,-5058.0,-766.0,8824.0,1541.0
8396,-1358.0,-11690.0,-5186.0,278.0,8980.0,658.0
8397,-1996.0,-11950.0,-5292.0,1170.0,8989.0,239.0
8398,-2818.0,-11987.0,-5249.0,2028.0,8767.0,370.0
8399,-3421.0,-11477.0,-4983.0,2850.0,8211.0,896.0
8400,-3934.0,-10888.0,-4668.0,3653.0,7592.0,1449.0
8401,-4637.0,-10216.0,-4445.0,4412.0,6947.0,2045.0
8402,-5568.0,-9272.0,-4178.0,5127.0,6263.0,2673.0
8403,-6523.0,-8150.0,-3817.0,5914.0,5608.0,3012.0
8404,-7292.0,-6983.0,-3529.0,6645.0,5086.0,2757.0
8405,-8108.0,-5971.0,-3457.0,7251.0,4582.0,2106.0
8406,-8816.0,-5009.0,-3566.0,7805.0,3833.0,1620.0
8407,-9043.0,-4088.0,-3669.0,8216.0,2910.0,1356.0
8408,-8949.0,-3295.0,-3512.0,8443.0,2088.0,1282.0
8409,-8707.0,-2457.0,-3155.0,8613.0,1160.0,1397.0
8410,-8366.0,-1574.0,-2823.0,8695.0,165.0,1480.0
8411,-7969.0,-713.0,-2506.0,8706.0,-774.0,1568.0
8412,-7549.0,98.0,-2160.0,8565.0,-1724.0,1681.0
8413,-7118.0,888.0,-1832.0,8270.0,-2696.0,1833.0
8414,-6643.0,1595.0,-1586.0,7866.0,-3643.0,1955.0
8415,-6104.0,2095.0,-1380.0,7250.0,-4433.0,1847.0
8416,-5619.0,2418.0,-1213.0,6569.0,-5099.0,1574.0
8417,-5161.0,2651.0,-1131.0,5825.0,-5762.0,1448.0
8418,-4710.0,2809.0,-1222.0,4988.0,-6413.0,1452.0
8419,-4243.0,2817.0,-1343.0,4165.0,-6941.0,1307.0
8420,-3777.0,2873.0,-1420.0,3429.0,-7420.0,1045.0
8421,-3325.0,3071.0,-1555.0,2690.0,-7936.0,849.0
8422,-2716.0,3178.0,-1707.0,1873.0,-8399.0,746.0
8423,-1970.0,3278.0,-1803.0,998.0,-8750.0,774.0
8424,-1196.0,3407.0,-1845.0,78.0,-9013.0,866.0
8425,-291.0,3377.0,-1969.0,-913.0,-9191.0,744.0
8426,822.0,2954.0,-2186.0,-1945.0,-9090.0,375.0
8427,1859.0,2247.0,-2417.0,-2777.0,-8713.0,158.0
8428,2351.0,1481.0,-2683.0,-3458.0,-8278.0,155.0
8429,2530.0,1059.0,-2927.0,-4077.0,-7991.0,359.0
8430,2827.0,944.0,-2947.0,-4681.0,-7813.0,825.0
8431,3706.0,796.0,-2857.0,-5381.0,-7572.0,1092.0
8432,4703.0,74.0,-2761.0,-6184.0,-6957.0,961.0
8433,5005.0,-892.0,-2968.0,-6819.0,-6244.0,1040.0
8434,5158.0,-1500.0,-3254.0,-7167.0,-5719.0,1444.0
8435,5567.0,-1978.0,-3187.0,-7460.0,-5115.0,1832.0
8436,6239.0,-2399.0,-3075.0,-7650.0,-4429.0,1891.0
8437,7464.0,-3144.0,-3067.0,-7722.0,-3425.0,1374.0
8438,8626.0,-4174.0,-3043.0,-7742.0,-2079.0,780.0
8439,9454.0,-5034.0,-3067.0,-7592.0,-713.0,659.0
8440,10476.0,-5859.0,-2956.0,-7364.0,560.0,1132.0
8441,11716.0,-6643.0,-2781.0,-7105.0,1846.0,1618.0
8442,12195.0,-7418.0,-2700.0,-6794.0,3451.0,1790.0
8443,11781.0,-8014.0,-3011.0,-6427.0,4944.0,2133.0
8444,10533.0,-8246.0,-3432.0,-5747.0,5922.0,3329.0
8445,9000.0,-8164.0,-3951.0,-5294.0,6494.0,4697.0
8446,7216.0,-8275.0,-4492.0,-5214.0,7000.0,5617.0
8447,5184.0,-8697.0,-4896.0,-4873.0,7322.0,6126.0
8448,3248.0,-8871.0,-5086.0,-4221.0,7676.0,6322.0
8449,1566.0,-9105.0,-5114.0,-3451.0,8222.0,5958.0
8450,197.0,-9571.0,-5097.0,-2577.0,9093.0,4909.0
8451,-935.0,-10168.0,-5262.0,-1637.0,10005.0,3586.0
8452,-1984.0,-10875.0,-5541.0,-722.0,10603.0,2270.0
8453,-3043.0,-11316.0,-5759.0,339.0,10824.0,1177.0
8454,-4266.0,-11533.0,-5976.0,1383.0,10597.0,654.0
8455,-5410.0,-11438.0,-6039.0,2192.0,9994.0,962.0
8456,-6563.0,-11086.0,-5978.0,2850.0,9027.0,1778.0
8457,-7644.0,-10589.0,-5957.0,3602.0,7841.0,2756.0
8458,-8428.0,-9906.0,-5674.0,4344.0,6575.0,3556.0
8459,-9085.0,-8961.0,-5361.0,5199.0,5333.0,3777.0
8460,-9548.0,-7976.0,-5074.0,6261.0,4444.0,3192.0
8461,-9490.0,-6818.0,-4564.0,7251.0,3736.0,2273.0
8462,-9096.0,-5435.0,-3880.0,7965.0,2990.0,1689.0
8463,-8691.0,-4056.0,-3151.0,8311.0,2220.0,1580.0
8464,-8382.0,-2799.0,-2425.0,8386.0,1323.0,1610.0
8465,-7974.0,-1575.0,-1814.0,8448.0,357.0,1592.0
8466,-7574.0,-526.0,-1456.0,8327.0,-517.0,1464.0
8467,-7210.0,125.0,-1276.0,8055.0,-1232.0,1209.0
8468,-6981.0,380.0,-1279.0,7730.0,-1928.0,989.0
8469,-6893.0,420.0,-1398.0,7490.0,-2675.0,1005.0
8470,-6521.0,705.0,-1504.0,7315.0,-3620.0,1124.0
8471,-6002.0,1321.0,-1410.0,7101.0,-4561.0,1220.0
8472,-5419.0,1943.0,-1269.0,6670.0,-5271.0,1199.0
8473,-4835.0,2462.0,-1090.0,6039.0,-5845.0,1146.0
8474,-4407.0,2912.0,-918.0,5302.0,-6238.0,1050.0
8475,-4200.0,3208.0,-818.0,4469.0,-6527.0,833.0
8476,-3955.0,3399.0,-841.0,3593.0,-6918.0,458.0
8477,-3526.0,3532.0,-963.0,2702.0,-7408.0,70.0
8478,-2835.0,3626.0,-1184.0,1809.0,-7925.0,-140.0
8479,-2057.0,3635.0,-1407.0,893.0,-8392.0,-143.0
8480,-1120.0,3535.0,-1617.0,-30.0,-8725.0,-178.0
8481,-69.0,3471.0,-1853.0,-987.0,-8915.0,-326.0
8482,845.0,3359.0,-2155.0,-1910.0,-8872.0,-535.0
8483,1586.0,3011.0,-2385.0,-2792.0,-8583.0,-638.0
8484,2087.0,2581.0,-2685.0,-3566.0,-8368.0,-474.0
8485,2961.0,2095.0,-2887.0,-4329.0,-8195.0,-372.0
8486,4483.0,1266.0,-2891.0,-5003.0,-7777.0,-537.0
8487,5849.0,294.0,-2997.0,-5604.0,-7068.0,-548.0
8488,6304.0,-653.0,-2983.0,-6146.0,-6186.0,23.0
8489,6148.0,-1258.0,-2827.0,-6499.0,-5482.0,893.0
8490,5712.0,-1223.0,-2732.0,-6581.0,-5041.0,1784.0
8491,5760.0,-926.0,-2675.0,-6607.0,-4684.0,2581.0
8492,6578.0,-1118.0,-2490.0,-7017.0,-3902.0,2827.0
8493,7182.0,-1924.0,-2558.0,-7530.0,-2772.0,2584.0
8494,7891.0,-3106.0,-3120.0,-7704.0,-1625.0,2215.0
8495,9407.0,-4953.0,-3494.0,-7826.0,-298.0,1925.0
8496,11309.0,-7137.0,-3398.0,-7812.0,1049.0,2126.0
8497,12372.0,-8415.0,-3373.0,-7092.0,2323.0,2895.0
8498,11920.0,-8515.0,-3653.0,-6109.0,3757.0,3500.0
8499,10858.0,-8258.0,-3716.0,-5477.0,5145.0,4044.0
8500,10035.0,-8269.0,-3893.0,-5384.0,6163.0,4891.0
8501,8506.0,-8526.0,-4135.0,-5514.0,7267.0,5474.0
8502,6549.0,-8757.0,-4397.0,-5376.0,8149.0,5718.0
8503,4805.0,-8852.0,-4684.0,-4898.0,8883.0,5301.0
8504,3336.0,-9350.0,-5116.0,-4242.0,9622.0,4253.0
8505,1984.0,-10309.0,-5864.0,-3444.0,10375.0,2767.0
8506,1021.0,-11781.0,-6864.0,-2449.0,10790.0,1548.0
8507,535.0,-13054.0,-7238.0,-1153.0,11185.0,887.0
8508,-281.0,-13463.0,-7307.0,62.0,11710.0,329.0
8509,-1600.0,-13514.0,-7598.0,1269.0,11869.0,39.0
8510,-2613.0,-13314.0,-7539.0,2343.0,11564.0,415.0
8511,-3823.0,-12735.0,-7448.0,3090.0,10945.0,1169.0
8512,-5517.0,-12302.0,-7768.0,3723.0,10075.0,2108.0
8513,-7014.0,-11745.0,-8073.0,4331.0,8891.0,3297.0
8514,-8548.0,-11212.0,-8311.0,5233.0,7707.0,4282.0
8515,-10058.0,-10134.0,-8093.0,6641.0,6601.0,4485.0
8516,-10956.0,-8363.0,-7426.0,8107.0,5570.0,4102.0
8517,-11029.0,-6477.0,-6696.0,9176.0,4785.0,3475.0
8518,-10867.0,-4920.0,-5998.0,9860.0,4212.0,2738.0
8519,-10630.0,-3538.0,-5366.0,10483.0,3270.0,2343.0
8520,-10273.0,-2121.0,-4743.0,10743.0,2108.0,2303.0
8521,-9874.0,-904.0,-4019.0,10618.0,1014.0,2392.0
8522,-9538.0,224.0,-3373.0,10420.0,-155.0,2476.0
8523,-9205.0,1286.0,-2742.0,10021.0,-1385.0,2493.0
8524,-8703.0,2228.0,-2152.0,9171.0,-2680.0,2427.0
8525,-8094.0,2637.0,-1934.0,8037.0,-3910.0,2404.0
8526,-7466.0,2518.0,-2188.0,7381.0,-4891.0,2279.0
8527,-6755.0,2552.0,-2303.0,7043.0,-5690.0,2196.0
8528,-5963.0,3108.0,-2218.0,6570.0,-6435.0,2233.0
8529,-5338.0,3629.0,-1983.0,5963.0,-6910.0,2106.0
8530,-4923.0,3966.0,-1798.0,5224.0,-7327.0,1861.0
8531,-4338.0,4280.0,-1695.0,4351.0,-7835.0,1632.0
8532,-3681.0,4423.0,-1732.0,3391.0,-8315.0,1347.0
8533,-3035.0,4424.0,-1897.0,2462.0,-8677.0,1075.0
8534,-2463.0,4469.0,-2061.0,1534.0,-8989.0,896.0
8535,-1891.0,4470.0,-2354.0,521.0,-9355.0,761.0
8536,-1069.0,4095.0,-2815.0,-461.0,-9742.0,616.0
8537,134.0,3803.0,-3205.0,-1307.0,-9991.0,519.0
8538,1160.0,3799.0,-3318.0,-2154.0,-9934.0,586.0
8539,1578.0,3799.0,-3343.0,-3121.0,-9663.0,744.0
8540,1528.0,3650.0,-3641.0,-4150.0,-9543.0,925.0
8541,1568.0,3453.0,-4005.0,-5141.0,-9576.0,1279.0
8542,2060.0,3336.0,-4228.0,-6038.0,-9711.0,1740.0
8543,3545.0,2873.0,-4262.0,-6797.0,-9468.0,1384.0
8544,5028.0,1589.0,-4371.0,-7489.0,-8423.0,324.0
8545,5580.0,-38.0,-4861.0,-7890.0,-7506.0,-116.0
8546,6127.0,-787.0,-5140.0,-7868.0,-7106.0,469.0
8547,6077.0,-921.0,-5089.0,-7856.0,-6639.0,1659.0
8548,5811.0,-716.0,-5145.0,-7818.0,-6360.0,2729.0
8549,7065.0,-941.0,-4903.0,-8107.0,-5692.0,2601.0
8550,8022.0,-2379.0,-5088.0,-8801.0,-4230.0,1490.0
8551,8262.0,-4448.0,-5721.0,-9311.0,-3142.0,1297.0
8552,8760.0,-5345.0,-5896.0,-9304.0,-2705.0,2886.0
8553,8701.0,-5207.0,-5504.0,-9203.0,-2159.0,5013.0
8554,8564.0,-5178.0,-5063.0,-9119.0,-1398.0,6296.0
8555,9123.0,-6272.0,-5089.0,-9432.0,-158.0,6078.0
8556,9076.0,-8350.0,-5693.0,-9275.0,1520.0,5119.0
8557,8733.0,-9491.0,-6329.0,-8375.0,3047.0,4333.0
8558,8501.0,-10319.0,-6522.0,-7246.0,4479.0,3734.0
8559,8591.0,-11681.0,-6526.0,-6270.0,5939.0,3204.0
8560,8543.0,-12697.0,-6440.0,-5459.0,7127.0,3159.0
8561,7835.0,-13012.0,-6361.0,-4769.0,8004.0,3678.0
8562,6399.0,-12947.0,-6332.0,-4260.0,8796.0,4394.0
8563,4717.0,-13092.0,-6429.0,-3719.0,9415.0,4798.0
8564,3031.0,-13800.0,-6859.0,-2736.0,9928.0,4433.0
8565,1719.0,-14604.0,-7528.0,-1301.0,10355.0,3515.0
8566,803.0,-15069.0,-7965.0,323.0,10900.0,2653.0
8567,-236.0,-15038.0,-7970.0,1814.0,11472.0,2124.0
8568,-1588.0,-14869.0,-8140.0,3251.0,11715.0,1663.0
8569,-2980.0,-14319.0,-8388.0,4633.0,11641.0,1392.0
8570,-4507.0,-13059.0,-8183.0,5804.0,11196.0,1644.0
8571,-6112.0,-11220.0,-7477.0,6728.0,10451.0,2270.0
8572,-7580.0,-9017.0,-6586.0,7372.0,9401.0,3028.0
8573,-8885.0,-7344.0,-5821.0,7616.0,8500.0,3484.0
8574,-9712.0,-6604.0,-5555.0,7816.0,7795.0,3628.0
8575,-9973.0,-5596.0,-5297.0,8389.0,6647.0,3634.0
8576,-10591.0,-4299.0,-5442.0,9119.0,5532.0,3080.0
8577,-11452.0,-3568.0,-6048.0,9670.0,4673.0,2270.0
8578,-11503.0,-3085.0,-6202.0,10094.0,3769.0,2024.0
8579,-10817.0,-2010.0,-5837.0,10546.0,2659.0,2253.0
8580,-10048.0,-543.0,-5310.0,10838.0,1402.0,2415.0
8581,-9315.0,567.0,-4694.0,10830.0,234.0,2782.0
8582,-8581.0,1634.0,-4229.0,10699.0,-1032.0,3391.0
8583,-7840.0,2602.0,-3791.0,10275.0,-2398.0,4104.0
8584,-7294.0,3485.0,-3374.0,9653.0,-3688.0,4839.0
8585,-6942.0,4671.0,-2960.0,8944.0,-4825.0,5094.0
8586,-7023.0,5919.0,-2352.0,8044.0,-5666.0,4533.0
8587,-7025.0,7088.0,-1880.0,7235.0,-6500.0,3723.0
8588,-6428.0,7707.0,-1767.0,6153.0,-7338.0,2992.0
8589,-5540.0,7573.0,-1601.0,4689.0,-7888.0,2320.0
8590,-4511.0,7012.0,-1669.0,3118.0,-8388.0,1791.0
8591,-3515.0,6128.0,-2001.0,1717.0,-8786.0,1097.0
8592,-2595.0,5447.0,-2377.0,675.0,-9295.0,606.0
8593,-1586.0,5220.0,-2731.0,-216.0,-9910.0,443.0
8594,-448.0,4890.0,-3162.0,-1224.0,-10332.0,306.0
8595,788.0,4509.0,-3762.0,-2086.0,-10600.0,-5.0
8596,1847.0,4180.0,-4332.0,-2743.0,-10335.0,-499.0
8597,2204.0,3643.0,-4900.0,-3648.0,-9625.0,-648.0
8598,2672.0,3055.0,-5242.0,-4791.0,-9302.0,28.0
8599,3627.0,2784.0,-5048.0,-5841.0,-9373.0,928.0
8600,4534.0,2195.0,-5036.0,-6763.0,-9185.0,1120.0
8601,6079.0,827.0,-5045.0,-7418.0,-8494.0,531.0
8602,7824.0,-643.0,-5031.0,-7877.0,-7539.0,-58.0
8603,8688.0,-1848.0,-5011.0,-8099.0,-6248.0,-277.0
8604,8490.0,-2452.0,-4751.0,-8068.0,-5280.0,307.0
8605,8128.0,-2240.0,-4699.0,-8004.0,-4944.0,1716.0
8606,9364.0,-2751.0,-4363.0,-8310.0,-4410.0,2128.0
8607,11127.0,-4624.0,-4320.0,-8760.0,-2705.0,808.0
8608,11801.0,-6974.0,-5118.0,-8895.0,-768.0,-60.0
8609,12829.0,-8929.0,-5338.0,-8467.0,230.0,1215.0
8610,14062.0,-10118.0,-4806.0,-8029.0,994.0,3298.0
8611,14368.0,-10202.0,-4472.0,-7331.0,2314.0,4554.0
8612,13667.0,-9913.0,-4395.0,-6730.0,3974.0,5144.0
8613,12813.0,-9680.0,-4459.0,-6288.0,5462.0,5601.0
8614,11324.0,-9401.0,-4864.0,-5779.0,6857.0,5989.0
8615,9173.0,-8855.0,-5077.0,-5151.0,7913.0,6375.0
8616,6987.0,-8114.0,-4966.0,-4631.0,8717.0,6053.0
8617,4905.0,-7799.0,-5100.0,-4084.0,10029.0,4826.0
8618,2712.0,-8337.0,-5549.0,-3669.0,11194.0,3514.0
8619,584.0,-10154.0,-6336.0,-3284.0,11900.0,2567.0
8620,-650.0,-12154.0,-6902.0,-2695.0,12230.0,2210.0
8621,-1817.0,-13882.0,-7173.0,-2073.0,12297.0,1776.0
8622,-3170.0,-15133.0,-7675.0,-796.0,12301.0,1043.0
8623,-4110.0,-15882.0,-8046.0,753.0,11743.0,847.0
8624,-4964.0,-15783.0,-7700.0,2205.0,10987.0,1058.0
8625,-5842.0,-14676.0,-6916.0,3596.0,10372.0,1098.0
8626,-6979.0,-13542.0,-6278.0,4682.0,9583.0,1363.0
8627,-8150.0,-12546.0,-5839.0,5549.0,8705.0,1771.0
8628,-9570.0,-11251.0,-5517.0,6267.0,7506.0,2381.0
8629,-10760.0,-10111.0,-5255.0,6999.0,6025.0,3124.0
8630,-11025.0,-8834.0,-4909.0,7837.0,4431.0,3677.0
8631,-10896.0,-6957.0,-4522.0,8741.0,2988.0,3678.0
8632,-11024.0,-4998.0,-4248.0,9603.0,2047.0,2916.0
8633,-11168.0,-3465.0,-4156.0,10225.0,1518.0,2100.0
8634,-10786.0,-2326.0,-3928.0,10427.0,636.0,1897.0
8635,-9976.0,-1431.0,-3659.0,10391.0,-558.0,1906.0
8636,-8814.0,-446.0,-3450.0,10258.0,-1739.0,2046.0
8637,-7716.0,666.0,-3263.0,9918.0,-2715.0,2465.0
8638,-7295.0,1661.0,-3408.0,9425.0,-3650.0,3021.0
8639,-7038.0,2583.0,-3944.0,8833.0,-4725.0,3701.0
8640,-6522.0,3158.0,-4318.0,8257.0,-5778.0,4296.0
8641,-5773.0,3708.0,-4084.0,7752.0,-6688.0,4497.0
8642,-5142.0,4521.0,-3840.0,7260.0,-7348.0,4104.0
